target_record_number,target_job_value,neighbor_rank,distance,neighbor_record_number,neighbor_record_date,neighbor_job_value,neighbor_company_name,neighbor_address
BLD-26-03133,35460.0,12,1.027163252688657,BLD-26-02220,2026-03-13,12135.0,MOOSE ROOFING,17601 POLK ST
BLD-26-03144,11790.19,1,0.3794882981549056,BLD-25-15756,2025-11-06,7000.0,RESULTS CONTRACTING,6022 DECATUR ST
BLD-26-03144,11790.19,2,0.3802366819587287,BLD-26-01059,2026-02-10,30000.0,N2 EXTERIORS LLC,4930 PINKNEY ST
BLD-26-03144,11790.19,3,0.46716848603415756,BLD-25-16323,2025-11-20,4590.35,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2506 N 70 ST
BLD-26-03144,11790.19,4,0.7156642388134398,BLD-26-02509,2026-03-22,5000.0,PEAKNEST PROPERTIES LLC,3909 BLONDO ST
BLD-26-03144,11790.19,5,0.7359168435886059,BLD-26-02224,2026-03-13,30744.0,ERIE CONSTRUCTION MID-WEST INC,3950 HIMEBAUGH AV
BLD-26-03144,11790.19,6,0.8356683349615309,BLD-26-02511,2026-03-22,6000.0,PEAKNEST PROPERTIES LLC,3913 BLONDO ST
BLD-26-03144,11790.19,7,0.9405385629203937,BLD-26-01038,2026-02-10,24000.0,SHAMROCK HILLS LLC,2724 N 50 ST
BLD-26-03144,11790.19,8,0.9446616541562957,BLD-26-02378,2026-03-18,15000.0,RESULTS CONTRACTING,6957 OGDEN ST
BLD-26-03144,11790.19,9,0.9606497263201039,BLD-26-02777,2026-03-17,4500.0,"HOME PRIDE CONTRACTORS, INC",1508 N HAPPY HOLLOW BD
BLD-26-03144,11790.19,10,1.0293626989003588,BLD-25-16365,2025-11-24,5950.0,HORN INDUSTRIES CORPORATION,2508 EMMET ST
BLD-26-03144,11790.19,11,1.0729639425787454,BLD-26-01727,2026-03-02,10000.0,MCCOY ROOFING HOLDINGS,2506 N 49 ST
BLD-26-03144,11790.19,12,1.0868889808791045,BLD-25-15914,2025-11-11,9000.0,ALL STAR EXTERIORS LLC,3018 STONE AV
BLD-26-03146,26615.77,1,0.36385714591916535,BLD-25-16220,2025-11-19,11000.0,MCCOY ROOFING HOLDINGS,1607 S 58 ST
BLD-26-03146,26615.77,2,0.7198444068797725,BLD-26-02301,2026-03-17,7325.0,White Castle Roofing,3115 SPRING ST
BLD-26-03146,26615.77,3,0.7682083957027471,BLD-26-01726,2026-03-02,15000.0,MCCOY ROOFING HOLDINGS,4681 PINE ST
BLD-26-03146,26615.77,4,0.7881462609871488,BLD-26-02464,2026-03-19,2000.0,"THE OLAM, LLC",4519 MARCY ST
BLD-26-03146,26615.77,5,0.8243895446617209,BLD-25-16428,2025-11-25,4000.0,MG FERN PROPERTIES LLC,3457 S 16 ST
BLD-26-03146,26615.77,6,0.826751904013333,BLD-25-15756,2025-11-06,7000.0,RESULTS CONTRACTING,6022 DECATUR ST
BLD-26-03146,26615.77,7,0.8516058512271101,BLD-26-02420,2026-03-18,8126.87,HOMETOWN ROOFING,3919 J ST
BLD-26-03146,26615.77,8,0.9044082796315733,BLD-25-17016,2025-12-23,6234.31,BULLDOG ROOFING,5407 HICKORY ST
BLD-26-03146,26615.77,9,0.9338855978289805,BLD-26-01783,2026-03-03,9985.48,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,978 S 50 ST
BLD-26-03146,26615.77,10,0.9822241553783436,BLD-25-16323,2025-11-20,4590.35,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2506 N 70 ST
BLD-26-03146,26615.77,11,0.9849210957562842,BLD-26-02777,2026-03-17,4500.0,"HOME PRIDE CONTRACTORS, INC",1508 N HAPPY HOLLOW BD
BLD-26-03146,26615.77,12,1.0222967438132033,BLD-26-02549,2026-03-23,643.3,RED RHINO ROOFS & SOLAR LLC,125 N 43 AV
BLD-26-03148,8700.0,1,0.5535730204823996,BLD-25-15756,2025-11-06,7000.0,RESULTS CONTRACTING,6022 DECATUR ST
BLD-26-03148,8700.0,2,0.7827677797882867,BLD-25-16323,2025-11-20,4590.35,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2506 N 70 ST
BLD-26-03148,8700.0,3,1.0196647496861848,BLD-26-01059,2026-02-10,30000.0,N2 EXTERIORS LLC,4930 PINKNEY ST
BLD-26-03148,8700.0,4,1.0644688068063646,BLD-26-02378,2026-03-18,15000.0,RESULTS CONTRACTING,6957 OGDEN ST
BLD-26-03148,8700.0,5,1.1193785696147538,BLD-25-16220,2025-11-19,11000.0,MCCOY ROOFING HOLDINGS,1607 S 58 ST
BLD-26-03148,8700.0,6,1.1431325634011043,BLD-26-02509,2026-03-22,5000.0,PEAKNEST PROPERTIES LLC,3909 BLONDO ST
BLD-26-03148,8700.0,7,1.2150115819004719,BLD-25-15973,2025-11-12,15000.0,RESULTS CONTRACTING,8325 SEWARD ST
BLD-26-03148,8700.0,8,1.2299371603792788,BLD-26-02364,2026-03-17,9000.0,RESULTS CONTRACTING,852 N 68 ST
BLD-26-03148,8700.0,9,1.2578803266046883,BLD-26-02224,2026-03-13,30744.0,ERIE CONSTRUCTION MID-WEST INC,3950 HIMEBAUGH AV
BLD-26-03148,8700.0,10,1.3084089936527403,BLD-26-01146,2026-02-12,11307.84,HOMETOWN ROOFING,9734 YATES ST
BLD-26-03148,8700.0,11,1.3296914616810234,BLD-26-00880,2026-02-03,9423.0,EVERLAST EXTERIORS,8806 NICHOLAS ST
BLD-26-03148,8700.0,12,1.3347648698258063,BLD-26-00939,2026-02-05,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,9424 BROWNLEY DR
BLD-26-03149,103000.0,1,0.6132975585535343,BLD-25-16286,2025-11-20,34000.0,RESULTS CONTRACTING,1905 N 132 AVENUE CR
BLD-26-03149,103000.0,2,0.6677488295220413,BLD-25-15448,2025-11-03,12658.3,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,2705 N 153 AV
BLD-26-03149,103000.0,3,0.7364436831139621,BLD-25-16653,2025-12-05,15700.0,"MLKHEC INC DBA HUSKER HAMMER SIDING, WINDOWS AND ROOFING",2104 N 172 AV
BLD-26-03149,103000.0,4,0.7373015202794496,BLD-26-01778,2026-03-03,8299.05,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,2422 N 154 AV
BLD-26-03149,103000.0,5,0.784983246384637,BLD-26-02241,2026-03-16,28047.0,"MCKINNIS ROOFING AND SHEET METAL, LLC",4304 N 157 AV
BLD-26-03149,103000.0,6,0.8261275540220313,BLD-26-02245,2026-03-16,14353.0,RED RHINO ROOFS & SOLAR LLC,2504 N 154 AV
BLD-26-03149,103000.0,7,0.8528315519432353,BLD-25-16621,2025-12-04,12701.25,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,1039 N 183 CR
BLD-26-03149,103000.0,8,0.8768653815343314,BLD-25-15838,2025-11-10,11145.0,WEATHERGUARD INC,507 S 161 ST
BLD-26-03149,103000.0,9,0.8826886002741942,BLD-26-00283,2026-01-09,12980.0,EVERLAST EXTERIORS,2517 N 189 ST
BLD-26-03149,103000.0,10,0.8918755078367724,BLD-26-02368,2026-03-17,14800.0,Property Flips LLC,15117 OHIO ST
BLD-26-03149,103000.0,11,0.8974672923494126,BLD-25-15987,2025-11-13,4800.0,KW ENTERPRISE,15712 LAFAYETTE AV
BLD-26-03149,103000.0,12,0.9149719825288409,BLD-26-01101,2026-02-11,19950.0,SKYLINE IMAGING LLC,5123 N 140 ST
BLD-26-03150,8700.0,1,0.2426254341001542,BLD-25-15973,2025-11-12,15000.0,RESULTS CONTRACTING,8325 SEWARD ST
BLD-26-03150,8700.0,2,0.5421061033823873,BLD-26-01146,2026-02-12,11307.84,HOMETOWN ROOFING,9734 YATES ST
BLD-26-03150,8700.0,3,0.5918225293192423,BLD-26-00880,2026-02-03,9423.0,EVERLAST EXTERIORS,8806 NICHOLAS ST
BLD-26-03150,8700.0,4,0.6032843052734421,BLD-26-00939,2026-02-05,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,9424 BROWNLEY DR
BLD-26-03150,8700.0,5,0.6476219848253079,BLD-25-16034,2025-11-14,61996.0,ERIE CONSTRUCTION MID-WEST INC,6915 WESTERN AV
BLD-26-03150,8700.0,6,0.6701878046290718,BLD-25-15919,2025-11-11,6049.0,WHITE CASTLE ROOFING & CONTRACTING INC,9621 MAPLE DR
BLD-26-03150,8700.0,7,0.6813157417213322,BLD-26-00877,2026-02-03,6082.0,2107 John A Creighton Blvd,2715 N 48 ST
BLD-26-03150,8700.0,8,0.6861319873989465,BLD-25-15803,2025-11-07,18000.0,RESULTS CONTRACTING,653 N 85 ST
BLD-26-03150,8700.0,9,0.7032554921596165,BLD-25-15779,2025-11-07,32000.0,ERIE CONSTRUCTION MID-WEST INC,8713 NICHOLAS ST
BLD-26-03150,8700.0,10,0.7053703682418686,BLD-26-01214,2026-02-16,1500.0,PEREZ CONSTRUCTION,9212 MANDERSON ST
BLD-26-03150,8700.0,11,0.7133197638312341,BLD-26-02125,2026-03-06,11000.0,"HOME PRIDE CONTRACTORS, INC",525 N 74 AV
BLD-26-03150,8700.0,12,0.7690773917999228,BLD-26-00916,2026-02-04,6965.0,BRADCO COMPANY DBA TOTAL ROOFING,10906 JACKSON ST
BLD-26-03151,12000.0,1,0.43240596733602843,BLD-25-15947,2025-11-11,12000.0,MICHAEL'S ROOFING & RESTORATION LLC,4215 S 12 ST
BLD-26-03151,12000.0,2,0.46641311949149317,BLD-26-00424,2026-01-14,5000.0,APOLLO RESTORATION,3716 V ST
BLD-26-03151,12000.0,3,0.6239558472704123,BLD-26-01436,2026-02-20,1500.0,APOLLO RESTORATION,3355 T ST
BLD-26-03151,12000.0,4,0.652709859871135,BLD-26-02123,2026-03-10,16000.0,"HOME PRIDE CONTRACTORS, INC",2755 S 13 ST
BLD-26-03151,12000.0,5,0.6865277252169331,BLD-25-16630,2025-12-04,12000.0,SUPERLATIVE RESTORATION,4532 S 15 ST
BLD-26-03151,12000.0,6,0.7457822532568893,BLD-25-15622,2025-11-05,1365.0,PO Box 6602,5048 S 37 ST
BLD-26-03151,12000.0,7,0.7574706824552799,BLD-25-15682,2025-11-06,6500.0,"CHANDLER & CHANDLER CONSTRUCTION, LLC",4228 F ST
BLD-26-03151,12000.0,8,0.7667420341814831,BLD-26-01176,2026-02-13,10509.0,4140 S 52ND ST.,3801 MONROE ST
BLD-26-03151,12000.0,9,0.7727123917820911,BLD-25-17101,2025-12-30,15000.0,Unknown,4916 J ST
BLD-26-03151,12000.0,10,0.7904090961141867,BLD-26-02471,2026-03-20,6113.0,4140 S 52ND ST.,4153 J ST
BLD-26-03151,12000.0,11,0.8618782280442092,BLD-25-15543,2025-11-04,6300.51,VERNCO ROOFING,2345 S 35 AV
BLD-26-03151,12000.0,12,0.8994584560657355,BLD-26-01955,2026-03-09,4164.92,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",6035 S 42 AV
BLD-26-03152,14000.0,1,0.4287038851294264,BLD-25-16442,2025-11-26,5782.92,ROYALTY ROOFING INC,7377 N 165 ST
BLD-26-03152,14000.0,2,0.45612068557594415,BLD-25-15680,2025-11-06,22709.0,TURTLE ROOFING OMAHA,17104 PHOEBE ST
BLD-26-03152,14000.0,3,0.5059303508589217,BLD-26-01103,2026-02-11,18859.0,SKYLINE IMAGING LLC,16419 N HWS CLEVELAND BD
BLD-26-03152,14000.0,4,0.6176437994688542,BLD-26-02156,2026-03-12,23878.37,COMBOVER LLC,8113 N 173 ST
BLD-26-03152,14000.0,5,0.7299908435531272,BLD-25-16223,2025-11-19,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,4803 N 160 AV
BLD-26-03152,14000.0,6,0.7879729095222252,BLD-25-15508,2025-11-04,6000.0,ONYX ROOFING LLC,13833 WOOD VALLEY DR
BLD-26-03152,14000.0,7,0.8450805771778898,BLD-25-17086,2025-12-30,13500.0,SOUTH O ROOFING,6215 N 146 ST
BLD-26-03152,14000.0,8,0.84558596287986,BLD-26-02650,2026-03-24,5895.0,White Castle Roofing,6530 N 142 CR
BLD-26-03152,14000.0,9,0.8501898672057685,BLD-25-16190,2025-11-18,8010.0,HORN INDUSTRIES CORPORATION,7665 N 144 AV
BLD-26-03152,14000.0,10,0.8543317039381599,BLD-26-02545,2026-03-23,13595.0,"MCKINNIS ROOFING AND SHEET METAL, LLC",7701 N 144 AV
BLD-26-03152,14000.0,11,0.8741185075756392,BLD-26-01715,2026-03-02,54959.69,ERIE CONSTRUCTION MID-WEST INC,15201 JAYNES ST
BLD-26-03152,14000.0,12,0.8950764692405361,BLD-25-15609,2025-11-05,17070.84,TDH HOME BUILDING INC,14756 GREBE ST
BLD-26-03156,5000.0,1,0.35532127576577993,BLD-26-02511,2026-03-22,6000.0,PEAKNEST PROPERTIES LLC,3913 BLONDO ST
BLD-26-03156,5000.0,2,0.5413660000821388,BLD-26-01727,2026-03-02,10000.0,MCCOY ROOFING HOLDINGS,2506 N 49 ST
BLD-26-03156,5000.0,3,0.5690177724483585,BLD-26-02509,2026-03-22,5000.0,PEAKNEST PROPERTIES LLC,3909 BLONDO ST
BLD-26-03156,5000.0,4,0.7604742999168047,BLD-26-02549,2026-03-23,643.3,RED RHINO ROOFS & SOLAR LLC,125 N 43 AV
BLD-26-03156,5000.0,5,0.800999004397148,BLD-25-16996,2025-12-22,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,1721 SPRAGUE ST
BLD-26-03156,5000.0,6,0.8094471686159639,BLD-25-16365,2025-11-24,5950.0,HORN INDUSTRIES CORPORATION,2508 EMMET ST
BLD-26-03156,5000.0,7,0.8538006550491118,BLD-25-15914,2025-11-11,9000.0,ALL STAR EXTERIORS LLC,3018 STONE AV
BLD-26-03156,5000.0,8,0.8551092413518996,BLD-25-16170,2025-11-18,12000.0,Dethlefs Homes,2206 OGDEN ST
BLD-26-03156,5000.0,9,0.858655611989673,BLD-26-01875,2026-03-05,5695.85,ROYALTY ROOFING INC,3117 N 59 ST
BLD-26-03156,5000.0,10,0.8811511836600305,BLD-26-01059,2026-02-10,30000.0,N2 EXTERIORS LLC,4930 PINKNEY ST
BLD-26-03156,5000.0,11,0.8923849303690133,BLD-26-01249,2026-02-17,10000.0,FLIPPING LEGACY LLC,2628 LIZZIE ROBINSON AV
BLD-26-03156,5000.0,12,0.9386313670181197,BLD-25-16115,2025-11-17,12152.0,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,2909 N 47 AV
BLD-26-03163,28900.0,1,0.3091196514052968,BLD-26-01834,2026-03-04,23006.0,INNOVATIVE CONTRACTORS,3123 S 163 ST
BLD-26-03163,28900.0,2,0.43854530329065455,BLD-26-01236,2026-02-16,20000.0,PAPIO ROOFING,1623 S 152 ST
BLD-26-03163,28900.0,3,0.45244914659053687,BLD-26-01005,2026-02-09,13500.0,NEBRASKALAND ROOFING,15567 HICKORY ST
BLD-26-03163,28900.0,4,0.6544523732679923,BLD-26-01524,2026-02-24,5000.0,JBM CONTRACTOR LLC,4366 S 151 ST
BLD-26-03163,28900.0,5,0.7183630233673787,BLD-26-02502,2026-03-22,34000.0,"EBW,LLC",15974 HOWARD ST
BLD-26-03163,28900.0,6,0.8128143707879881,BLD-25-16774,2025-12-11,27000.0,EVEN-EZER CONSTRUCTION INC,16611 JONES ST
BLD-26-03163,28900.0,7,0.8498420580943066,BLD-26-01149,2026-02-12,8613.59,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",653 N 148 ST
BLD-26-03163,28900.0,8,0.8907219955142984,BLD-26-02339,2026-03-17,10000.0,WARREN ROOFING,18085 JONES ST
BLD-26-03163,28900.0,9,0.9677567099159344,BLD-26-00196,2026-01-08,6500.0,ARTISAN ROOFING,804 S 129 AV
BLD-26-03163,28900.0,10,1.0590716575730756,BLD-26-02094,2026-03-11,20000.0,PINNACLE CONSTRUCTION,1112 N 155 AV
BLD-26-03163,28900.0,11,1.068229642727887,BLD-26-01550,2026-02-25,23781.11,RED RHINO ROOFS & SOLAR LLC,1213 S 195 ST
BLD-26-03163,28900.0,12,1.0979117843027302,BLD-25-15935,2025-11-11,16000.0,ANCHOR ROOFING & LANDSCAPING LLC,16066 CHARLES ST
BLD-26-03164,11000.0,1,0.6162017774851936,BLD-25-15963,2025-11-12,10000.0,REAVIS ROOFING,6123 S 142 ST
BLD-26-03164,11000.0,2,0.6173852635118785,BLD-26-00217,2026-01-09,16910.6,BULLDOG ROOFING,6218 S 107 ST
BLD-26-03164,11000.0,3,0.667096083352614,BLD-26-02550,2026-03-23,11000.0,706 N 129th St Ste 117,9472 WEIR ST
BLD-26-03164,11000.0,4,0.7749436017019556,BLD-26-01829,2026-03-04,21000.0,SHAMROCK HILLS LLC,14811 Z CR
BLD-26-03164,11000.0,5,0.7991780721245839,BLD-26-02443,2026-03-19,11360.0,BEST ROOFING,6312 S 150 ST
BLD-26-03164,11000.0,6,0.8136915338842247,BLD-26-00327,2026-01-12,16000.0,SHAMROCK HILLS LLC,14829 DREXEL ST
BLD-26-03164,11000.0,7,0.860788379897011,BLD-26-00521,2026-01-20,18000.0,SHAMROCK HILLS LLC,14712 MADISON CR
BLD-26-03164,11000.0,8,0.8774415182660179,BLD-26-01807,2026-03-03,13470.87,SHAMROCK HILLS LLC,15424 W ST
BLD-26-03164,11000.0,9,0.9675112303838421,BLD-26-01539,2026-02-25,9000.0,RESULTS CONTRACTING,15435 ALLAN DR
BLD-26-03164,11000.0,10,1.195775194322076,BLD-25-17035,2025-12-23,11140.0,BEST ROOFING,5105 S 165 ST
BLD-26-03164,11000.0,11,1.2643199552180389,BLD-26-00186,2026-01-08,3500.0,"HOME PRIDE CONTRACTORS, INC",14817 ARBOR ST
BLD-26-03164,11000.0,12,1.2905197395789654,BLD-25-15476,2025-11-03,9000.0,ABC ROOFS,2107 S 135 AV
BLD-26-03165,5700.0,1,0.24159634702961086,BLD-26-01875,2026-03-05,5695.85,ROYALTY ROOFING INC,3117 N 59 ST
BLD-26-03165,5700.0,2,0.3579274740389428,BLD-26-01727,2026-03-02,10000.0,MCCOY ROOFING HOLDINGS,2506 N 49 ST
BLD-26-03165,5700.0,3,0.3764807876663567,BLD-25-16115,2025-11-17,12152.0,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,2909 N 47 AV
BLD-26-03165,5700.0,4,0.4096194498426768,BLD-26-01150,2026-02-12,4260.0,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2536 N 64 ST
BLD-26-03165,5700.0,5,0.49825135383172836,BLD-25-16521,2025-12-02,4500.0,MCCRIGHT PROPERTIES LLC,2718 N 65 AV
BLD-26-03165,5700.0,6,0.6093009713679988,BLD-26-01038,2026-02-10,24000.0,SHAMROCK HILLS LLC,2724 N 50 ST
BLD-26-03165,5700.0,7,0.6858373157226941,BLD-25-16365,2025-11-24,5950.0,HORN INDUSTRIES CORPORATION,2508 EMMET ST
BLD-26-03165,5700.0,8,0.7038532237992071,BLD-26-00296,2026-01-12,10200.0,BEST ROOFING,2855 BROWNE ST
BLD-26-03165,5700.0,9,0.719537731450039,BLD-25-16996,2025-12-22,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,1721 SPRAGUE ST
BLD-26-03165,5700.0,10,0.7921233005365571,BLD-25-15544,2025-11-04,6141.03,VERNCO ROOFING,5323 N 25 AV
BLD-26-03165,5700.0,11,0.8112174080287529,BLD-25-16170,2025-11-18,12000.0,Dethlefs Homes,2206 OGDEN ST
BLD-26-03165,5700.0,12,0.8361264420482352,BLD-26-02511,2026-03-22,6000.0,PEAKNEST PROPERTIES LLC,3913 BLONDO ST
BLD-26-03168,20000.0,1,0.7165595412242621,BLD-25-16559,2025-12-02,20000.0,PROPERTY FLIPS LLC,3518 N 82 ST
BLD-26-03168,20000.0,2,0.7599067677261996,BLD-26-00303,2026-01-12,11000.0,"GRANDEL'S CONSTRUCTION & ROOFING, INC",3015 N 75 AV
BLD-26-03168,20000.0,3,0.8434225710978195,BLD-26-00871,2026-02-03,16772.0,TURTLE ROOFING OMAHA,3554 PARKVIEW DR
BLD-26-03168,20000.0,4,0.848129412625629,BLD-25-16615,2025-12-04,22344.2,HOMETOWN ROOFING,8709 DECATUR ST
BLD-26-03168,20000.0,5,0.8483218213245745,BLD-26-00612,2026-01-23,6614.42,BULLDOG ROOFING,3805 N 88 AV
BLD-26-03168,20000.0,6,0.8694551543662319,BLD-26-02077,2026-03-11,8115.0,4140 S 52ND ST.,11617 QUEENS DR
BLD-26-03168,20000.0,7,0.8720081800928425,BLD-26-02400,2026-03-18,14000.0,RESULTS CONTRACTING,8262 RUGGLES ST
BLD-26-03168,20000.0,8,0.8933321620020425,BLD-26-02424,2026-03-18,5000.0,NEW ENERGY LLC,8830 RUGGLES CR
BLD-26-03168,20000.0,9,0.9023285079606533,BLD-26-02411,2026-03-18,10000.0,N H EXTERIORS LLC,5416 N 97 ST
BLD-26-03168,20000.0,10,0.9190806071860537,BLD-26-01169,2026-02-13,12000.0,RESULTS CONTRACTING,2315 N 75 ST
BLD-26-03168,20000.0,11,0.9241545875092738,BLD-26-00798,2026-02-02,10600.0,BN ENTERPRISES LLC,4116 N 101 ST
BLD-26-03168,20000.0,12,0.9383064327202887,BLD-26-02418,2026-03-18,12451.35,HOMETOWN ROOFING,9628 RUGGLES ST
BLD-26-03169,23000.0,1,0.18947506903125064,BLD-25-15506,2025-11-04,19872.01,AMERIPRO ROOFING OF NEBRASKA,6720 N 24 ST
BLD-26-03169,23000.0,2,0.35140413010002824,BLD-25-16055,2025-11-14,13000.0,RESULTS CONTRACTING,3030 TITUS AV
BLD-26-03169,23000.0,3,0.4665253889736227,BLD-25-15982,2025-11-12,10500.0,PINNACLE ROOFING LLC,7009 N 24 ST
BLD-26-03169,23000.0,4,0.5576477352252611,BLD-26-00986,2026-02-09,14000.0,CAPITAL ROOFING AND EXTERIORS,6555 N 24 ST
BLD-26-03169,23000.0,5,0.5825224098935783,BLD-26-00571,2026-01-22,6346.12,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2859 IOWA ST
BLD-26-03169,23000.0,6,0.6478726805134022,BLD-25-15908,2025-11-11,17000.0,RESULTS CONTRACTING,2431 LAUREL AV
BLD-26-03169,23000.0,7,0.9036875033818178,BLD-26-01497,2026-02-23,12000.0,SHAMROCK HILLS LLC,2855 BRISTOL ST
BLD-26-03169,23000.0,8,0.9203960034169292,BLD-25-15544,2025-11-04,6141.03,VERNCO ROOFING,5323 N 25 AV
BLD-26-03169,23000.0,9,0.9287954026671479,BLD-25-16829,2025-12-15,9475.63,BULLDOG ROOFING,5213 N 14 AV
BLD-26-03169,23000.0,10,0.9637307569564071,BLD-26-02621,2026-03-23,16000.0,"TRUE PRO EXTERIORS, INC",5606 FLORENCE BD
BLD-26-03169,23000.0,11,0.975913171420339,BLD-26-01160,2026-02-13,13000.0,LA LOMA ROOFING,6912 N 24 ST
BLD-26-03169,23000.0,12,0.9818616888053157,BLD-26-02057,2026-03-10,24880.0,APPLE ROOFING,
BLD-26-03174,8720.0,1,0.2678739170424771,BLD-25-17016,2025-12-23,6234.31,BULLDOG ROOFING,5407 HICKORY ST
BLD-26-03174,8720.0,2,0.430313331378562,BLD-26-02464,2026-03-19,2000.0,"THE OLAM, LLC",4519 MARCY ST
BLD-26-03174,8720.0,3,0.4442771083588118,BLD-26-02549,2026-03-23,643.3,RED RHINO ROOFS & SOLAR LLC,125 N 43 AV
BLD-26-03174,8720.0,4,0.6036924335628717,BLD-26-01726,2026-03-02,15000.0,MCCOY ROOFING HOLDINGS,4681 PINE ST
BLD-26-03174,8720.0,5,0.6972909747379544,BLD-25-16390,2025-11-25,6500.0,OPTIMUS ROOFING AND GUTTERS LLC,2331 S 24 ST
BLD-26-03174,8720.0,6,0.7466539637617805,BLD-25-16220,2025-11-19,11000.0,MCCOY ROOFING HOLDINGS,1607 S 58 ST
BLD-26-03174,8720.0,7,0.8095809569960265,BLD-26-02511,2026-03-22,6000.0,PEAKNEST PROPERTIES LLC,3913 BLONDO ST
BLD-26-03174,8720.0,8,0.875810542783997,BLD-26-02777,2026-03-17,4500.0,"HOME PRIDE CONTRACTORS, INC",1508 N HAPPY HOLLOW BD
BLD-26-03174,8720.0,9,0.884599369804841,BLD-26-01727,2026-03-02,10000.0,MCCOY ROOFING HOLDINGS,2506 N 49 ST
BLD-26-03174,8720.0,10,0.9518555123048348,BLD-25-16323,2025-11-20,4590.35,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2506 N 70 ST
BLD-26-03174,8720.0,11,0.9613257854913071,BLD-26-01783,2026-03-03,9985.48,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,978 S 50 ST
BLD-26-03174,8720.0,12,0.9758225100439146,BLD-25-17101,2025-12-30,15000.0,Unknown,4916 J ST
BLD-26-03187,14031.19,1,0.21487990927741346,BLD-26-01214,2026-02-16,1500.0,PEREZ CONSTRUCTION,9212 MANDERSON ST
BLD-26-03187,14031.19,2,0.23485557240301602,BLD-25-16411,2025-11-25,17000.0,RESULTS CONTRACTING,4223 N 101 ST
BLD-26-03187,14031.19,3,0.24823184696489564,BLD-26-00798,2026-02-02,10600.0,BN ENTERPRISES LLC,4116 N 101 ST
BLD-26-03187,14031.19,4,0.285966512079841,BLD-26-00612,2026-01-23,6614.42,BULLDOG ROOFING,3805 N 88 AV
BLD-26-03187,14031.19,5,0.29892624747239305,BLD-26-02418,2026-03-18,12451.35,HOMETOWN ROOFING,9628 RUGGLES ST
BLD-26-03187,14031.19,6,0.2991470297863346,BLD-25-15434,2025-11-02,4500.0,WARREN ROOFING,9606 AMES AV
BLD-26-03187,14031.19,7,0.30948742863110806,BLD-26-00871,2026-02-03,16772.0,TURTLE ROOFING OMAHA,3554 PARKVIEW DR
BLD-26-03187,14031.19,8,0.3303116782203147,BLD-25-15604,2025-11-05,7557.0,BN ENTERPRISES LLC,4521 TERRACE DR
BLD-26-03187,14031.19,9,0.3452255512969714,BLD-25-16508,2025-12-02,14782.0,4140 S 52ND ST.,4605 N 95 ST
BLD-26-03187,14031.19,10,0.36400008367048947,BLD-26-02424,2026-03-18,5000.0,NEW ENERGY LLC,8830 RUGGLES CR
BLD-26-03187,14031.19,11,0.37876966071278434,BLD-25-15919,2025-11-11,6049.0,WHITE CASTLE ROOFING & CONTRACTING INC,9621 MAPLE DR
BLD-26-03187,14031.19,12,0.396725603686049,BLD-26-01563,2026-02-25,10000.0,RESULTS CONTRACTING,9366 CAMDEN AV
BLD-26-03193,1000.0,1,0.0,BLD-26-01838,2026-03-04,26750.0,NATHAN JAMES CONSTRUCTION INC.,8216 KEYSTONE DR
BLD-26-03193,1000.0,2,1.049342927576075,BLD-25-16426,2025-11-25,7685.11,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",5404 FORT ST
BLD-26-03193,1000.0,3,1.17798872928286,BLD-25-15887,2025-11-10,5182.62,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",521 BEVERLY DR
BLD-26-03193,1000.0,4,1.2819305300796686,BLD-25-15522,2025-11-04,14000.0,SOUTH O ROOFING,7078 GIRARD ST
BLD-26-03193,1000.0,5,1.3548835231885625,BLD-26-01819,2026-03-04,35367.0,THOMPSON AND THOMPSON 3RD GENERATION,5806 N 56 ST
