target_record_number,target_job_value,neighbor_rank,distance,neighbor_record_number,neighbor_record_date,neighbor_job_value,neighbor_company_name,neighbor_address
BLD-26-02879,10000.0,1,0.18170241417711408,BLD-25-16046,2025-11-14,7257.0,ROYALTY ROOFING INC,15062 REDMAN AV
BLD-26-02879,10000.0,2,0.376027128743577,BLD-26-01604,2026-02-26,11560.0,4140 S 52ND ST.,13481 MEREDITH AV
BLD-26-02879,10000.0,3,0.3829839050781515,BLD-25-17086,2025-12-30,13500.0,SOUTH O ROOFING,6215 N 146 ST
BLD-26-02879,10000.0,4,0.3894326850799303,BLD-25-16304,2025-11-21,11648.82,BULLDOG ROOFING,4243 N 163 AV
BLD-26-02879,10000.0,5,0.38962071054443254,BLD-25-16373,2025-11-24,23889.57,AMERIPRO ROOFING OF NEBRASKA,16009 TAYLOR ST
BLD-26-02879,10000.0,6,0.4331733111817542,BLD-25-16153,2025-11-18,21714.0,SKYLINE IMAGING LLC,5516 N 134 ST
BLD-26-02879,10000.0,7,0.4452363433376666,BLD-25-16155,2025-11-18,20139.0,SKYLINE IMAGING LLC,5518 N 134 ST
BLD-26-02879,10000.0,8,0.4566500517819083,BLD-25-15986,2025-11-13,19607.65,SCRIBNER ENTERPRISES INC.,14771 HARTMAN PA
BLD-26-02879,10000.0,9,0.46328666594386575,BLD-26-00461,2026-01-15,10079.51,HOMETOWN ROOFING,16938 GRAND AV
BLD-26-02879,10000.0,10,0.49728413993850457,BLD-25-16223,2025-11-19,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,4803 N 160 AV
BLD-26-02879,10000.0,11,0.4991008978618183,BLD-25-15773,2025-11-06,8000.0,DREW'S UNITED ROOFING & SIDING OF NE INC,15215 CAMDEN CR
BLD-26-02879,10000.0,12,0.5243029699830023,BLD-26-02650,2026-03-24,5895.0,White Castle Roofing,6530 N 142 CR
BLD-26-02881,12523.0,1,0.35289630608658734,BLD-25-16963,2025-12-19,8584.06,ROYALTY ROOFING INC,14463 SHERWOOD AV
BLD-26-02881,12523.0,2,0.406286898379954,BLD-25-16937,2025-12-19,7875.0,"DYNASTY RESTORATION, INC.",3812 N 160 AV
BLD-26-02881,12523.0,3,0.425027504190266,BLD-26-01940,2026-03-08,8000.0,SILVERFERN LLC,15120 GRANT CR
BLD-26-02881,12523.0,4,0.43756314670701035,BLD-26-02094,2026-03-11,20000.0,PINNACLE CONSTRUCTION,1112 N 155 AV
BLD-26-02881,12523.0,5,0.5282826027424586,BLD-26-01470,2026-02-23,16899.14,BULLDOG ROOFING,13337 MIAMI ST
BLD-26-02881,12523.0,6,0.55070754510722,BLD-25-16057,2025-11-14,13000.0,RESULTS CONTRACTING,3029 N 125 AV
BLD-26-02881,12523.0,7,0.5534180191680039,BLD-26-02259,2026-03-16,9282.29,BULLDOG ROOFING,4234 NORTH BRANCH DR
BLD-26-02881,12523.0,8,0.5543566364785214,BLD-26-01842,2026-03-04,16000.0,SOUTH O ROOFING,4420 N 156 AVENUE CR
BLD-26-02881,12523.0,9,0.5736636457264177,BLD-25-16651,2025-12-05,7800.0,JIM'S ROOFING & CONTRACTING,3904 NORTH BRANCH DR
BLD-26-02881,12523.0,10,0.5782060921664117,BLD-26-02531,2026-03-23,27689.0,SKYLINE IMAGING LLC,4817 N 136 ST
BLD-26-02881,12523.0,11,0.5786991542601989,BLD-25-17024,2025-12-23,7000.0,MCCOY ROOFING HOLDINGS,17175 PARKER ST
BLD-26-02881,12523.0,12,0.5794101068182264,BLD-26-01149,2026-02-12,8613.59,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",653 N 148 ST
BLD-26-02889,10000.0,1,0.6467658776627898,BLD-25-15446,2025-11-03,27000.0,RESULTS CONTRACTING,13124 SEWARD ST
BLD-26-02889,10000.0,2,0.658874080290651,BLD-26-02463,2026-03-19,25536.1,CARP'S EXTERIOR INC,5111 N 137 AV
BLD-26-02889,10000.0,3,0.8614847069325385,BLD-25-17024,2025-12-23,7000.0,MCCOY ROOFING HOLDINGS,17175 PARKER ST
BLD-26-02889,10000.0,4,0.9260956791549803,BLD-26-01032,2026-02-10,9000.0,PACIFIC PARTNERS GROUP LLC,17863 HARNEY ST
BLD-26-02889,10000.0,5,0.9415457405244894,BLD-26-01195,2026-02-13,11921.8,BULLDOG ROOFING,18240 HARNEY ST
BLD-26-02889,10000.0,6,0.9527292422457414,BLD-26-02254,2026-03-16,23000.0,RESULTS CONTRACTING,3120 N 125 AV
BLD-26-02889,10000.0,7,0.9557852417138162,BLD-25-15935,2025-11-11,16000.0,ANCHOR ROOFING & LANDSCAPING LLC,16066 CHARLES ST
BLD-26-02889,10000.0,8,0.979840501568138,BLD-25-16258,2025-11-20,22538.0,FRC CONSTRUCTION,3114 N 193 ST
BLD-26-02889,10000.0,9,0.9992869640133383,BLD-26-01990,2026-03-09,14232.88,BULLDOG ROOFING,4303 N 152 ST
BLD-26-02889,10000.0,10,1.0142703106782796,BLD-25-16774,2025-12-11,27000.0,EVEN-EZER CONSTRUCTION INC,16611 JONES ST
BLD-26-02889,10000.0,11,1.0263712844976047,BLD-26-02211,2026-03-13,15000.0,RESULTS CONTRACTING,3211 N 125 AV
BLD-26-02889,10000.0,12,1.0330962340872996,BLD-25-16937,2025-12-19,7875.0,"DYNASTY RESTORATION, INC.",3812 N 160 AV
BLD-26-02912,6000.0,1,0.6709130165086885,BLD-26-02501,2026-03-22,18000.0,"EBW,LLC",4728 N 36 ST
BLD-26-02912,6000.0,2,0.7222707485138573,BLD-25-16231,2025-11-19,8251.77,BULLDOG ROOFING,3035 CALIFORNIA ST
BLD-26-02912,6000.0,3,0.8657839321643822,BLD-25-16072,2025-11-14,6000.0,WARREN ROOFING,2515 N 48 AV
BLD-26-02912,6000.0,4,0.9777177461123677,BLD-26-01165,2026-02-13,3400.0,PINNACLE CONSTRUCTION,3012 N 48 AV
BLD-26-02912,6000.0,5,1.0433992585978833,BLD-26-01422,2026-02-20,2500.0,PEERLESS HOMES,307 WOOLWORTH AV
BLD-26-02912,6000.0,6,1.0785138277464774,BLD-25-15778,2025-11-07,26301.0,ERIE CONSTRUCTION MID-WEST INC,3824 JAYNES ST
BLD-26-02912,6000.0,7,1.1236934668347445,BLD-26-00188,2026-01-08,1500.0,MENDOZA COMPANY,721 1/2 PIERCE ST
BLD-26-02912,6000.0,8,1.1675084962175253,BLD-25-16068,2025-11-14,10000.0,BOSA RESTORATION,2505 S 21 ST
BLD-26-02912,6000.0,9,1.1721298720816915,BLD-26-01137,2026-02-12,500.0,Unknown,2406 S 18 ST
BLD-26-02912,6000.0,10,1.1744987958848996,BLD-26-02188,2026-03-13,5800.0,"THOMPSON'S HOME IMPROVEMENT, INC.",6932 WIRT ST
BLD-26-02912,6000.0,11,1.2056598896776038,BLD-26-01249,2026-02-17,10000.0,FLIPPING LEGACY LLC,2628 LIZZIE ROBINSON AV
BLD-26-02912,6000.0,12,1.3748141510439595,BLD-25-16996,2025-12-22,500.0,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,1721 SPRAGUE ST
BLD-26-02918,13500.0,1,0.4914696811156966,BLD-26-01083,2026-02-11,15000.0,RESULTS CONTRACTING,15119 BIRCH ST
BLD-26-02918,13500.0,2,0.5255624282918211,BLD-25-16651,2025-12-05,7800.0,JIM'S ROOFING & CONTRACTING,3904 NORTH BRANCH DR
BLD-26-02918,13500.0,3,0.5873430660566485,BLD-26-02259,2026-03-16,9282.29,BULLDOG ROOFING,4234 NORTH BRANCH DR
BLD-26-02918,13500.0,4,0.591782864026966,BLD-26-00697,2026-01-29,13300.3,NELSON CONTRACTING LLC,14726 AMES AV
BLD-26-02918,13500.0,5,0.6077068608995891,BLD-25-16263,2025-11-20,34024.0,ERIE CONSTRUCTION MID-WEST INC,16414 TAYLOR ST
BLD-26-02918,13500.0,6,0.6532958967131643,BLD-26-01970,2026-03-09,7000.0,BELL CONTRACTING LLC,1750 N 176 PA
BLD-26-02918,13500.0,7,0.6572903029463129,BLD-26-02554,2026-03-23,5314.35,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",17514 SEWARD PA
BLD-26-02918,13500.0,8,0.7034492044406618,BLD-26-01969,2026-03-09,7000.0,BELL CONTRACTING LLC,1754 N 176 PA
BLD-26-02918,13500.0,9,0.7326123992945605,BLD-26-02439,2026-03-19,21059.66,SQUAREUP EXTERIORS,16407 TAYLOR ST
BLD-26-02918,13500.0,10,0.7337790493917652,BLD-26-02094,2026-03-11,20000.0,PINNACLE CONSTRUCTION,1112 N 155 AV
BLD-26-02918,13500.0,11,0.8247618593794961,BLD-26-00158,2026-01-07,34004.0,"1-800-HANSONS, LLC",13422 LARIMORE AV
BLD-26-02918,13500.0,12,0.8948154562180055,BLD-26-00989,2026-02-09,5608.0,4140 S 52ND ST.,14476 MEREDITH AV
BLD-26-02919,8173.0,1,0.31556816479740635,BLD-25-15448,2025-11-03,12658.3,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,2705 N 153 AV
BLD-26-02919,8173.0,2,0.3353603632133237,BLD-26-02368,2026-03-17,14800.0,Property Flips LLC,15117 OHIO ST
BLD-26-02919,8173.0,3,0.4072378117118355,BLD-26-02245,2026-03-16,14353.0,RED RHINO ROOFS & SOLAR LLC,2504 N 154 AV
BLD-26-02919,8173.0,4,0.4096855385791233,BLD-26-01778,2026-03-03,8299.05,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,2422 N 154 AV
BLD-26-02919,8173.0,5,0.45020527799594656,BLD-25-16373,2025-11-24,23889.57,AMERIPRO ROOFING OF NEBRASKA,16009 TAYLOR ST
BLD-26-02919,8173.0,6,0.5059752144062676,BLD-26-01101,2026-02-11,19950.0,SKYLINE IMAGING LLC,5123 N 140 ST
BLD-26-02919,8173.0,7,0.5284137145669651,BLD-25-16304,2025-11-21,11648.82,BULLDOG ROOFING,4243 N 163 AV
BLD-26-02919,8173.0,8,0.529436086565629,BLD-26-02241,2026-03-16,28047.0,"MCKINNIS ROOFING AND SHEET METAL, LLC",4304 N 157 AV
BLD-26-02919,8173.0,9,0.5706765294066479,BLD-25-15791,2025-11-07,18945.0,BLU GENERAL CONTRACTING,2909 N 154 CR
BLD-26-02919,8173.0,10,0.5774520158376376,BLD-26-02337,2026-03-17,6240.0,RED RHINO ROOFS & SOLAR LLC,15706 FRANKLIN ST
BLD-26-02919,8173.0,11,0.679664450483218,BLD-25-16046,2025-11-14,7257.0,ROYALTY ROOFING INC,15062 REDMAN AV
BLD-26-02919,8173.0,12,0.6866455632338303,BLD-26-00940,2026-02-05,10011.3,BULLDOG ROOFING,12207 BEDFORD AV
BLD-26-02925,8503.0,1,0.3434639982334761,BLD-26-01834,2026-03-04,23006.0,INNOVATIVE CONTRACTORS,3123 S 163 ST
BLD-26-02925,8503.0,2,0.47480324250618355,BLD-26-01236,2026-02-16,20000.0,PAPIO ROOFING,1623 S 152 ST
BLD-26-02925,8503.0,3,0.5252656557500707,BLD-26-01005,2026-02-09,13500.0,NEBRASKALAND ROOFING,15567 HICKORY ST
BLD-26-02925,8503.0,4,0.5326132039347847,BLD-26-01524,2026-02-24,5000.0,JBM CONTRACTOR LLC,4366 S 151 ST
BLD-26-02925,8503.0,5,0.7096968690798536,BLD-26-02502,2026-03-22,34000.0,"EBW,LLC",15974 HOWARD ST
BLD-26-02925,8503.0,6,0.8839682686913052,BLD-26-01149,2026-02-12,8613.59,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",653 N 148 ST
BLD-26-02925,8503.0,7,0.9274589248299545,BLD-25-16774,2025-12-11,27000.0,EVEN-EZER CONSTRUCTION INC,16611 JONES ST
BLD-26-02925,8503.0,8,0.9355721240975372,BLD-26-02339,2026-03-17,10000.0,WARREN ROOFING,18085 JONES ST
BLD-26-02925,8503.0,9,0.9901582979562982,BLD-26-00196,2026-01-08,6500.0,ARTISAN ROOFING,804 S 129 AV
BLD-26-02925,8503.0,10,1.1007171320445297,BLD-26-02094,2026-03-11,20000.0,PINNACLE CONSTRUCTION,1112 N 155 AV
BLD-26-02925,8503.0,11,1.161196268133956,BLD-26-01550,2026-02-25,23781.11,RED RHINO ROOFS & SOLAR LLC,1213 S 195 ST
BLD-26-02925,8503.0,12,1.182280830144125,BLD-25-15935,2025-11-11,16000.0,ANCHOR ROOFING & LANDSCAPING LLC,16066 CHARLES ST
BLD-26-02927,4895.38,1,0.23890298036856195,BLD-25-15924,2025-11-11,8000.0,MCCOY ROOFING HOLDINGS,19464 R ST
BLD-26-02927,4895.38,2,1.0843870258047275,BLD-25-17035,2025-12-23,11140.0,BEST ROOFING,5105 S 165 ST
BLD-26-02927,4895.38,3,1.0846709923123952,BLD-26-01539,2026-02-25,9000.0,RESULTS CONTRACTING,15435 ALLAN DR
BLD-26-02927,4895.38,4,1.0891669064112766,BLD-26-01807,2026-03-03,13470.87,SHAMROCK HILLS LLC,15424 W ST
BLD-26-02927,4895.38,5,1.1779790457013486,BLD-25-15963,2025-11-12,10000.0,REAVIS ROOFING,6123 S 142 ST
BLD-26-02927,4895.38,6,1.2343560975645276,BLD-26-02555,2026-03-23,3413.6,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",6031 S 186 AV
BLD-26-02927,4895.38,7,1.2607530447963893,BLD-26-00879,2026-02-03,6780.0,EVERLAST EXTERIORS,5109 S 195 CR
BLD-26-02927,4895.38,8,1.267268743868594,BLD-26-01887,2026-03-05,6000.0,HORN INDUSTRIES CORPORATION,5031 S 196 CR
BLD-26-02927,4895.38,9,1.271256833587164,BLD-26-00952,2026-02-05,9115.57,BN ENTERPRISES LLC,19518 WEIR ST
BLD-26-02927,4895.38,10,1.276361574636318,BLD-26-01885,2026-03-05,6000.0,HORN INDUSTRIES CORPORATION,5033 S 196 CR
BLD-26-02927,4895.38,11,1.291829868715051,BLD-26-01744,2026-03-02,6290.0,EVERLAST EXTERIORS,5620 S 193 ST
BLD-26-02927,4895.38,12,1.3248707906060324,BLD-26-02443,2026-03-19,11360.0,BEST ROOFING,6312 S 150 ST
BLD-26-02931,16887.6,1,0.3392640469362084,BLD-26-02443,2026-03-19,11360.0,BEST ROOFING,6312 S 150 ST
BLD-26-02931,16887.6,2,0.3469837841955909,BLD-26-01829,2026-03-04,21000.0,SHAMROCK HILLS LLC,14811 Z CR
BLD-26-02931,16887.6,3,0.37491377316641594,BLD-26-00327,2026-01-12,16000.0,SHAMROCK HILLS LLC,14829 DREXEL ST
BLD-26-02931,16887.6,4,0.37637028032096875,BLD-25-15963,2025-11-12,10000.0,REAVIS ROOFING,6123 S 142 ST
BLD-26-02931,16887.6,5,0.40465386711328766,BLD-26-01807,2026-03-03,13470.87,SHAMROCK HILLS LLC,15424 W ST
BLD-26-02931,16887.6,6,0.5715596096246465,BLD-26-00521,2026-01-20,18000.0,SHAMROCK HILLS LLC,14712 MADISON CR
BLD-26-02931,16887.6,7,0.8378413013930802,BLD-26-01539,2026-02-25,9000.0,RESULTS CONTRACTING,15435 ALLAN DR
BLD-26-02931,16887.6,8,0.8464097672788619,BLD-26-02550,2026-03-23,11000.0,706 N 129th St Ste 117,9472 WEIR ST
BLD-26-02931,16887.6,9,0.9875266049532125,BLD-26-00217,2026-01-09,16910.6,BULLDOG ROOFING,6218 S 107 ST
BLD-26-02931,16887.6,10,1.0072553069557462,BLD-25-17035,2025-12-23,11140.0,BEST ROOFING,5105 S 165 ST
BLD-26-02931,16887.6,11,1.0287949600000803,BLD-26-00186,2026-01-08,3500.0,"HOME PRIDE CONTRACTORS, INC",14817 ARBOR ST
BLD-26-02931,16887.6,12,1.0712771999954849,BLD-25-15476,2025-11-03,9000.0,ABC ROOFS,2107 S 135 AV
BLD-26-02936,14114.0,1,0.20794150045879828,BLD-25-15593,2025-11-05,9954.69,ROYALTY ROOFING INC,13493 SPRING ST
BLD-26-02936,14114.0,2,0.21130595205428468,BLD-25-15558,2025-11-04,4914.0,PREMIER ROOFING COMPANY,13451 KINGSWOOD DR
BLD-26-02936,14114.0,3,0.2618937573670564,BLD-26-01869,2026-03-05,11530.0,RED RHINO ROOFS & SOLAR LLC,13502 SPRING ST
BLD-26-02936,14114.0,4,0.279963807477615,BLD-25-16108,2025-11-17,3852.0,RED RHINO ROOFS & SOLAR LLC,3604 S 121 ST
BLD-26-02936,14114.0,5,0.37037021424682975,BLD-25-15603,2025-11-05,8500.0,"HOME PRIDE CONTRACTORS, INC",12409 SELDIN DR
BLD-26-02936,14114.0,6,0.4149562680259054,BLD-26-01900,2026-03-05,3400.0,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",14314 ANNE ST
BLD-26-02936,14114.0,7,0.4549866490997664,BLD-26-02557,2026-03-23,1.0,White Castle Roofing,4836 MAGNOLIA ST
BLD-26-02936,14114.0,8,0.4944584797347352,BLD-25-17046,2025-12-26,15000.0,"PRO GRADE EXTERIORS, LLC",5024 MAGNOLIA ST
BLD-26-02936,14114.0,9,0.6283760773373944,BLD-26-02498,2026-03-20,11561.0,DREW'S UNITED ROOFING & SIDING OF NE INC,12233 ORCHARD AV
BLD-26-02936,14114.0,10,0.6867100180653355,BLD-26-00312,2026-01-12,5282.0,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,5618 S 113 ST
BLD-26-02936,14114.0,11,0.701187297836438,BLD-25-15491,2025-11-03,5671.0,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,13820 W CR
BLD-26-02936,14114.0,12,0.7499451165280049,BLD-25-15771,2025-11-06,8561.0,APPLE ROOFING LLC,3636 CORNHUSKER DR
BLD-26-02937,21000.0,1,0.8555425465393315,BLD-25-16615,2025-12-04,22344.2,HOMETOWN ROOFING,8709 DECATUR ST
BLD-26-02937,21000.0,2,0.8748370893534178,BLD-25-16189,2025-11-18,4000.0,ALCOVE COMPANIES,11524 SAHLER ST
BLD-26-02937,21000.0,3,0.9915763048700926,BLD-25-16282,2025-11-20,18000.0,RESULTS CONTRACTING,12218 FRANKLIN CR
BLD-26-02937,21000.0,4,0.9953672453184346,BLD-25-16286,2025-11-20,34000.0,RESULTS CONTRACTING,1905 N 132 AVENUE CR
BLD-26-02937,21000.0,5,1.0032850323817473,BLD-26-00940,2026-02-05,10011.3,BULLDOG ROOFING,12207 BEDFORD AV
BLD-26-02937,21000.0,6,1.0141582218326664,BLD-26-00673,2026-01-28,60000.0,CIACCIO ROOFING CORP,9745 NOTTINGHAM DR
BLD-26-02937,21000.0,7,1.0286080797549992,BLD-26-00354,2026-01-13,10000.0,PAPIO ROOFING,6623 GLENWOOD RD
BLD-26-02937,21000.0,8,1.0401682393840708,BLD-26-01007,2026-02-09,14500.0,"NATHAN JAMES CONSTRUCTION, INC.",2223 N 127 CR
BLD-26-02937,21000.0,9,1.0468390036395816,BLD-26-00279,2026-01-09,8187.57,BULLDOG ROOFING,12213 BEDFORD AV
BLD-26-02937,21000.0,10,1.0501547078007518,BLD-25-15944,2025-11-11,9994.18,ROYALTY ROOFING INC,1024 N 74 AV
BLD-26-02937,21000.0,11,1.100135065064904,BLD-26-00317,2026-01-12,92897.47,RICH POISEL'S ROOFING LLC,9747 NOTTINGHAM DR
BLD-26-02937,21000.0,12,1.1138309866878808,BLD-26-02077,2026-03-11,8115.0,4140 S 52ND ST.,11617 QUEENS DR
BLD-26-02966,4716.87,1,0.19473217732744327,BLD-25-15604,2025-11-05,7557.0,BN ENTERPRISES LLC,4521 TERRACE DR
BLD-26-02966,4716.87,2,0.22428785592893805,BLD-26-02152,2026-03-12,8570.0,"MCKINNIS ROOFING AND SHEET METAL, LLC",9205 GRAND AV
BLD-26-02966,4716.87,3,0.23517198605920747,BLD-26-01177,2026-02-13,4900.0,JOHNSON WINDOW INSTALLATIONS,9217 GRAND AV
BLD-26-02966,4716.87,4,0.31277342145014353,BLD-26-02639,2026-03-24,6600.0,JBM CONTRACTOR LLC,5035 TERRACE DR
BLD-26-02966,4716.87,5,0.3192934736590729,BLD-26-00612,2026-01-23,6614.42,BULLDOG ROOFING,3805 N 88 AV
BLD-26-02966,4716.87,6,0.3284018029382419,BLD-25-15434,2025-11-02,4500.0,WARREN ROOFING,9606 AMES AV
BLD-26-02966,4716.87,7,0.33132022024116503,BLD-25-16328,2025-11-21,14000.0,RESULTS CONTRACTING,9329 CAMDEN AV
BLD-26-02966,4716.87,8,0.3350554500869627,BLD-26-01386,2026-02-19,6001.24,ROYALTY ROOFING INC,5517 N 93 AVENUE CR
BLD-26-02966,4716.87,9,0.3577312080762149,BLD-26-02553,2026-03-23,5198.01,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",8576 LARIMORE AV
BLD-26-02966,4716.87,10,0.35812305980756326,BLD-26-01563,2026-02-25,10000.0,RESULTS CONTRACTING,9366 CAMDEN AV
BLD-26-02966,4716.87,11,0.3601921316629104,BLD-25-16182,2025-11-18,17000.0,RESULTS CONTRACTING,4902 N 93 AV
BLD-26-02966,4716.87,12,0.3715522430721129,BLD-26-01214,2026-02-16,1500.0,PEREZ CONSTRUCTION,9212 MANDERSON ST
BLD-26-02968,8600.0,1,0.3636297824455744,BLD-25-16230,2025-11-19,6369.63,BULLDOG ROOFING,1511 S 56 ST
BLD-26-02968,8600.0,2,0.500634696271499,BLD-26-02261,2026-03-16,18586.0,EMERSON ENTERPRISES UNLIMITED,2414 S 48 AV
BLD-26-02968,8600.0,3,0.5433625838326825,BLD-26-01546,2026-02-25,19608.0,APPLE ROOFING,1932 S 61 ST
BLD-26-02968,8600.0,4,0.6303462778328239,BLD-25-16788,2025-12-12,12672.0,4140 S 52ND ST.,2123 S 38 ST
BLD-26-02968,8600.0,5,0.6494817798549505,BLD-26-01874,2026-03-05,4616.7,ROYALTY ROOFING INC,4657 MARTHA ST
BLD-26-02968,8600.0,6,0.6685085581296547,BLD-25-16717,2025-12-09,35000.0,ERIE CONSTRUCTION MID-WEST INC,2305 S 50 ST
BLD-26-02968,8600.0,7,0.7415770818481051,BLD-25-16697,2025-12-09,12500.0,EDGAR ROOFING CO,3915 CASTELAR ST
BLD-26-02968,8600.0,8,0.7460195313376425,BLD-25-15449,2025-11-03,12000.0,OPTIMUS ROOFING AND GUTTERS LLC,4925 WILLIAM ST
BLD-26-02968,8600.0,9,0.7565576252780946,BLD-26-02125,2026-03-06,11000.0,"HOME PRIDE CONTRACTORS, INC",525 N 74 AV
BLD-26-02968,8600.0,10,0.8032626393653629,BLD-25-16034,2025-11-14,61996.0,ERIE CONSTRUCTION MID-WEST INC,6915 WESTERN AV
BLD-26-02968,8600.0,11,0.8056983466221993,BLD-25-16074,2025-11-14,5000.0,MENDOZA CONSTRUCTION LLC,1205 S 55 ST
BLD-26-02968,8600.0,12,0.8291730956816743,BLD-26-00281,2026-01-09,5884.0,TEN PENNY EXTERIORS,3333 S 82 ST
BLD-26-02971,15000.0,1,0.2787319797718966,BLD-26-00521,2026-01-20,18000.0,SHAMROCK HILLS LLC,14712 MADISON CR
BLD-26-02971,15000.0,2,0.36837547247401303,BLD-26-01829,2026-03-04,21000.0,SHAMROCK HILLS LLC,14811 Z CR
BLD-26-02971,15000.0,3,0.42862534366599675,BLD-26-02443,2026-03-19,11360.0,BEST ROOFING,6312 S 150 ST
BLD-26-02971,15000.0,4,0.4385820094536394,BLD-26-00327,2026-01-12,16000.0,SHAMROCK HILLS LLC,14829 DREXEL ST
BLD-26-02971,15000.0,5,0.5677790702110741,BLD-26-01539,2026-02-25,9000.0,RESULTS CONTRACTING,15435 ALLAN DR
BLD-26-02971,15000.0,6,0.6048717609103511,BLD-25-15963,2025-11-12,10000.0,REAVIS ROOFING,6123 S 142 ST
BLD-26-02971,15000.0,7,0.6953641881333118,BLD-25-17035,2025-12-23,11140.0,BEST ROOFING,5105 S 165 ST
BLD-26-02971,15000.0,8,0.7175142083285759,BLD-26-01807,2026-03-03,13470.87,SHAMROCK HILLS LLC,15424 W ST
BLD-26-02971,15000.0,9,0.8176225129501793,BLD-26-00217,2026-01-09,16910.6,BULLDOG ROOFING,6218 S 107 ST
BLD-26-02971,15000.0,10,0.9428973887287359,BLD-26-00186,2026-01-08,3500.0,"HOME PRIDE CONTRACTORS, INC",14817 ARBOR ST
BLD-26-02971,15000.0,11,0.9817868990230408,BLD-26-01464,2026-02-19,9100.0,"HOME PRIDE CONTRACTORS, INC",15226 CEDAR CR
BLD-26-02971,15000.0,12,0.9842701716071195,BLD-25-16369,2025-11-24,20401.34,EVOLVECONSTRUCTION.COM,2219 S 148 AV
BLD-26-02977,18000.0,1,0.37012795069965626,BLD-26-00196,2026-01-08,6500.0,ARTISAN ROOFING,804 S 129 AV
BLD-26-02977,18000.0,2,0.8341146013984222,BLD-25-16106,2025-11-17,25000.0,PINNACLE ROOFING LLC,3304 S 94 ST
BLD-26-02977,18000.0,3,0.8459295966277715,BLD-26-01236,2026-02-16,20000.0,PAPIO ROOFING,1623 S 152 ST
BLD-26-02977,18000.0,4,0.8780228763296642,BLD-26-01834,2026-03-04,23006.0,INNOVATIVE CONTRACTORS,3123 S 163 ST
BLD-26-02977,18000.0,5,0.9079380335608999,BLD-26-01005,2026-02-09,13500.0,NEBRASKALAND ROOFING,15567 HICKORY ST
BLD-26-02977,18000.0,6,0.9233627196970403,BLD-25-15884,2025-11-07,7720.82,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",3710 PADDOCK RD
BLD-26-02977,18000.0,7,0.9457567596251537,BLD-26-02776,2026-03-17,30500.0,"HOME PRIDE CONTRACTORS, INC",11706 CRYER AV
BLD-26-02977,18000.0,8,0.9771077206082062,BLD-26-01149,2026-02-12,8613.59,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",653 N 148 ST
BLD-26-02977,18000.0,9,0.9785304487799186,BLD-26-02502,2026-03-22,34000.0,"EBW,LLC",15974 HOWARD ST
BLD-26-02977,18000.0,10,1.0643789215159678,BLD-26-01524,2026-02-24,5000.0,JBM CONTRACTOR LLC,4366 S 151 ST
BLD-26-02977,18000.0,11,1.0660076246397916,BLD-25-16448,2025-11-26,6654.42,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",1626 N 102 AV
BLD-26-02977,18000.0,12,1.0868308212590838,BLD-26-00844,2026-02-02,7910.78,ROYALTY ROOFING INC,10018 SEWARD ST
BLD-26-02978,12000.0,1,0.31842856884171783,BLD-25-16410,2025-11-25,13000.0,"MLKHEC INC DBA HUSKER HAMMER SIDING, WINDOWS AND ROOFING",16331 HANOVER ST
BLD-26-02978,12000.0,2,0.6487349665868763,BLD-26-00442,2026-01-14,17904.51,HOMETOWN ROOFING,8025 N 172 ST
BLD-26-02978,12000.0,3,0.7095666104501902,BLD-25-15462,2025-11-03,29000.0,ONYX DESIGN & BUILD,7725 N 166 ST
BLD-26-02978,12000.0,4,0.9061503742778166,BLD-26-01990,2026-03-09,14232.88,BULLDOG ROOFING,4303 N 152 ST
BLD-26-02978,12000.0,5,0.9692941023191812,BLD-25-16069,2025-11-14,63000.0,MOOSE ROOFING,17101 MEREDITH AV
BLD-26-02978,12000.0,6,1.03281084274006,BLD-26-01068,2026-02-10,9283.58,"RAPTOR ROOFING, LLC",7918 N 153 ST
BLD-26-02978,12000.0,7,1.0850101460021393,BLD-26-02463,2026-03-19,25536.1,CARP'S EXTERIOR INC,5111 N 137 AV
BLD-26-02978,12000.0,8,1.1699316298346951,BLD-25-16258,2025-11-20,22538.0,FRC CONSTRUCTION,3114 N 193 ST
BLD-26-02978,12000.0,9,1.1894629175938984,BLD-25-16937,2025-12-19,7875.0,"DYNASTY RESTORATION, INC.",3812 N 160 AV
