target,count,mean,median,p10,p90,std,notes
job_value,803,13919.949103362393,10500.0,4631.722,25000.0,13877.529336522202,Raw declared permit job value in dollars.
log_job_value,803,9.227905201637784,9.259225769705994,8.440898291100218,10.12667110305036,0.8694854558248257,log1p-transformed job value for more stable regression.
job_value_per_bldg_sf,803,8.533014125739394,7.440476190476191,3.380164997668998,14.369923613212327,6.230100218893342,Declared value normalized by assessed building square footage.
job_value_per_total_value,803,0.04833563662517706,0.03918687239774676,0.017741282541551495,0.08357505301209923,0.03734987007776732,Declared value normalized by county assessed total value.
