pin,property_a,house,street_dir,street_nam,street_typ,apartment,prop_city,prop_zip,land_value,improvemen,total_valu,class,school_dis,numbldgs,bldg_numb,bldg_sf,bldg_story,bldg_yrblt,bldg_desc,quality,condition,acres,sq_feet,centroid_latitude,centroid_longitude,source_county
2540385020,12653 OGDEN ST,12653, ,OGDEN,ST, ,OMAHA,68164,33800.0,216600.0,250400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1075.0,1.0,1989.0,Split Entry,Average,Average,0.39,17346.0,41.30695228019902,-96.11187391957101,douglas
2540385592,12812 OGDEN ST,12812, ,OGDEN,ST, ,OMAHA,68164,30900.0,179900.0,210800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,976.0,1.0,1988.0,Split Entry,Average,Average,0.22,9855.0,41.30733205102798,-96.11434435784292,douglas
2425240170,4213 S 173 ST,4213,S,173,ST, ,OMAHA,68135,33900.0,343900.0,377800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1622.0,1.0,1998.0,Ranch,Good,Average,0.29,12640.0,41.21803015072489,-96.18352400782169,douglas
2540385356,12706 LAUREL AV,12706, ,LAUREL,AV, ,OMAHA,68164,29900.0,219300.0,249200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1112.0,1.0,1988.0,Mult Level,Average,Average,0.18,7920.0,41.3121496866208,-96.11171075193276,douglas
2540385248,13035 CROWN POINT AV,13035, ,CROWN POINT,AV, ,OMAHA,68164,30300.0,220900.0,251200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1198.0,1.0,1989.0,Split Entry,Average,Average,0.2,8750.0,41.31324781254702,-96.11796565975392,douglas
2245242257,5516 N 134 ST,5516,N,134,ST, ,OMAHA,68164,28400.0,291600.0,320000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1544.0,1.0,2001.0,Ranch,Good,Average,0.15,6720.0,41.308511995719016,-96.12302635662228,douglas
2245242255,5518 N 134 ST,5518,N,134,ST, ,OMAHA,68164,28400.0,286000.0,314400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1544.0,1.0,2000.0,Ranch,Good,Average,0.15,6720.0,41.30866525196259,-96.1230268779325,douglas
0808742202,11417 BAUMAN CR,11417, ,BAUMAN,CR, ,OMAHA,68164,24900.0,206300.0,231200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1005.0,1.0,1999.0,Split Entry,Average,Average,0.17,7493.0,41.31803515248169,-96.09202595871918,douglas
0808742430,11862 NEWPORT AV,11862, ,NEWPORT,AV, ,OMAHA,68164,28000.0,211500.0,239500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1005.0,1.0,2000.0,Split Entry,Average,Average,0.18,8100.0,41.32007547896971,-96.09868538591343,douglas
2115201250,18216 LAFAYETTE AV,18216, ,LAFAYETTE,AV, ,DOUGLAS COUNTY,68022,48200.0,501600.0,549800.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,2517.0,2.0,2014.0,2 Story,Good,Good,0.23,10019.0,41.271659742791094,-96.20102441385424,douglas
2115202522,1039 N 183 CR,1039,N,183,CR, ,DOUGLAS COUNTY,68022,53100.0,388400.0,441500.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1500.0,1.0,2013.0,Ranch,Good,Good,0.32,13939.0,41.269654072213655,-96.20148741737758,douglas
2221864830,1426 N 191 AV,1426,N,191,AV, ,DOUGLAS COUNTY,68022,96200.0,686800.0,783000.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,3850.0,2.0,2008.0,2 Story,Very Good,Average,0.44,19166.0,41.2740518561688,-96.21462762248979,douglas
1039985366,1002 N 190 ST,1002,N,190,ST, ,DOUGLAS COUNTY,68022,70000.0,741600.0,811600.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,3249.0,2.0,2015.0,2 Story,Good,Good,0.32,13939.0,41.268396077797675,-96.2133325455826,douglas
1039985188,18703 N HWS CLEVELAND BD,18703,N,HWS CLEVELAND,BD, ,DOUGLAS COUNTY,68022,70000.0,780800.0,850800.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,3196.0,1.5,2015.0,1 1/2 Story Fin,Good,Good,0.32,13939.0,41.26648276561033,-96.2084881326334,douglas
0919723048,12756 REYNOLDS ST,12756, ,REYNOLDS,ST, ,DOUGLAS COUNTY,68142,67700.0,462700.0,530400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1669.0,1.0,2017.0,Ranch,Good,Good,0.27,11761.0,41.332466788166464,-96.11291538143801,douglas
0138810012,10203 N 84 ST,10203,N,84,ST, ,DOUGLAS COUNTY,68122,75320.0,365300.0,440620.0,F,OMAHA PUBLIC SCHOOL DISTRICT,3.0,1,2481.0,2.0,1994.0,2 Story,Average,Average,15.0,653400.0,41.35395497041748,-96.04082904634248,douglas
0137310001,14323 N 78 ST,14323,N,78,ST, ,DOUGLAS COUNTY,68122,107200.0,174800.0,282000.0,F,FT CALHOUN SCHOOL(3 WASH CNTY),3.0,1,1569.0,1.0,1961.0,1 1/2 Story Fin,Average,Good,7.0,304920.0,41.3897321397392,-96.03101815874074,douglas
0138150022,12729 N 96 ST,12729,N,96,ST, ,DOUGLAS COUNTY,68122,125100.0,797800.0,922900.0,F,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,2162.0,1.0,2015.0,Ranch,Good,Good,5.31,231303.0,41.37525172232281,-96.06109244791702,douglas
0137920023,11909 PAWNEE RD,11909, ,PAWNEE,RD, ,DOUGLAS COUNTY,68142,87990.0,315400.0,403390.0,F,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,1664.0,1.0,1992.0,Ranch,Good,Good,11.14,485258.4,41.37755576174498,-96.09764167006419,douglas
0121020004,13640 N 168 ST,13640,N,168,ST, ,DOUGLAS COUNTY,68007,157600.0,232300.0,389900.0,F,BENNINGTON PUBLIC SCHOOL DIST,4.0,1,1950.0,1.5,1935.0,1 1/2 Story Fin,Average,Good,23.05,1004058.0,41.38441448836632,-96.17948798845867,douglas
1105250510,17631 ENGLEWOOD ST,17631, ,ENGLEWOOD,ST, ,OMAHA,68135,59500.0,508900.0,568400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3659.0,2.0,2005.0,2 Story,Good,Average,0.32,14300.0,41.21099120208772,-96.19284184687227,douglas
0121320002,18830 BENNINGTON RD,18830, ,BENNINGTON,RD, ,DOUGLAS COUNTY,68007,59700.0,164700.0,224400.0,F,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,944.0,1.0,1963.0,Ranch,Average,Average,1.95,84942.0,41.36522464269117,-96.21073002398514,douglas
2207660072,12602 N 189 CR,12602,N,189,CR, ,DOUGLAS COUNTY,68007,119400.0,772700.0,892100.0,R,BENNINGTON PUBLIC SCHOOL DIST,3.0,1,2518.0,1.0,2004.0,Ranch,Good,Average,4.57,199069.2,41.37219571674896,-96.2146152704245,douglas
1838527108,12915 N 182 ST,12915,N,182,ST, ,DOUGLAS COUNTY,68007,50000.0,462100.0,512100.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1869.0,1.0,2012.0,Ranch,Good,Good,0.647,28183.32,41.376942225637514,-96.20028563559023,douglas
0611370426,11933 N 179 ST,11933,N,179,ST, ,DOUGLAS COUNTY,68007,113200.0,769300.0,882500.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,2148.0,1.0,2003.0,Ranch,Very Good,Average,0.41,18000.0,41.36808407434766,-96.19616193490891,douglas
0611370430,12015 N 179 CR,12015,N,179,CR, ,DOUGLAS COUNTY,68007,113200.0,946700.0,1059900.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,3095.0,1.0,2007.0,Ranch,Very Good,Average,0.41,18000.0,41.36863292015197,-96.19616319235926,douglas
0810551060,6170 VAN BUREN DR,6170, ,VAN BUREN,DR, ,OMAHA,68135,40400.0,321700.0,362100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1600.0,1.0,2011.0,Ranch,Good,Average,0.23,10270.0,41.19678187758226,-96.1893484788364,douglas
0810551228,17519 MADISON ST,17519, ,MADISON,ST, ,OMAHA,68135,39900.0,429500.0,469400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1954.0,1.0,2003.0,Ranch,Good,Average,0.22,9625.0,41.19382527730367,-96.1888574857504,douglas
0810551385,17601 POLK ST,17601, ,POLK,ST, ,OMAHA,68135,21100.0,159000.0,180100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1132.0,1.0,2005.0,Split Entry,Average,Average,0.3,13200.0,41.19093848877232,-96.1898978419044,douglas
0810551387,17603 POLK ST,17603, ,POLK,ST, ,OMAHA,68135,18200.0,159000.0,177200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1132.0,1.0,2005.0,Split Entry,Average,Average,0.13,5781.0,41.19096311102868,-96.19020535860356,douglas
0810551341,17522 POLK ST,17522, ,POLK,ST, ,OMAHA,68135,37700.0,211700.0,249400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1384.0,1.0,2002.0,Ranch,Average,Average,0.16,7068.0,41.19138979768396,-96.18955379838819,douglas
1765001048,17310 WASHINGTON ST,17310, ,WASHINGTON,ST, ,OMAHA,68135,52300.0,416400.0,468700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2830.0,2.0,2000.0,2 Story,Good,Average,0.22,10010.0,41.196890235115816,-96.18462813572158,douglas
1765001080,17252 MADISON ST,17252, ,MADISON,ST, ,OMAHA,68135,52500.0,441300.0,493800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2776.0,2.0,2004.0,2 Story,Good,Average,0.23,10370.0,41.19443467135835,-96.18321410502331,douglas
1734312962,15402 WILLIT ST,15402, ,WILLIT,ST, ,DOUGLAS COUNTY,68007,23000.0,225100.0,248100.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1084.0,1.0,2005.0,Mult Level,Average,Good,0.12,5227.0,41.33709969863159,-96.1561089723929,douglas
1734312979,15415 TUCKER ST,15415, ,TUCKER,ST, ,DOUGLAS COUNTY,68007,23000.0,248700.0,271700.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1282.0,1.5,2005.0,Tri Level,Average,Average,0.12,5227.0,41.3374003842129,-96.15707775440214,douglas
1734312997,15319 CLAY ST,15319, ,CLAY,ST, ,DOUGLAS COUNTY,68007,23300.0,220500.0,243800.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1113.0,1.0,2005.0,Split Entry,Average,Average,0.13,5663.0,41.33807509661647,-96.15663928489295,douglas
1765000482,5821 S 172 AV,5821,S,172,AV, ,OMAHA,68135,52200.0,407000.0,459200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1929.0,1.0,1997.0,Ranch,Good,Average,0.22,9715.0,41.19917422257039,-96.18269884206485,douglas
1015360540,20010 ELKHORN RIDGE DR,20010, ,ELKHORN RIDGE,DR, ,OMAHA,68022,63500.0,390600.0,454100.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1933.0,1.0,2006.0,Ranch,Good,Average,0.42,18298.0,41.2680511011537,-96.22950471583175,douglas
2403220740,6520 S 167 AV,6520,S,167,AV, ,OMAHA,68135,34400.0,211700.0,246100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1224.0,1.0,2002.0,Split Entry,Average,Average,0.13,5520.0,41.19390167484848,-96.17709547188635,douglas
1779540114,6507 S 165 AV,6507,S,165,AV, ,OMAHA,68135,45500.0,334000.0,379500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1504.0,1.0,1995.0,Ranch,Average,Good,0.22,9779.0,41.19441401482842,-96.17368523391598,douglas
0530107357,5529 S 161 ST,5529,S,161,ST, ,OMAHA,68135,39000.0,393800.0,432800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3482.0,2.0,2003.0,2 Story,Average,Average,0.18,8024.0,41.201458970586565,-96.16510169721883,douglas
2203092022,7918 N 153 ST,7918,N,153,ST, ,DOUGLAS COUNTY,68007,24000.0,355500.0,379500.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,2750.0,2.0,2006.0,2 Story,Average,Good,0.16,6970.0,41.33214302198724,-96.1539565380852,douglas
2203092084,7920 N 152 AV,7920,N,152,AV, ,DOUGLAS COUNTY,68007,24000.0,255100.0,279100.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1932.0,2.0,2006.0,2 Story,Average,Average,0.16,6970.0,41.33243132305042,-96.15294930140293,douglas
1734319726,15515 LEEMAN CR,15515, ,LEEMAN,CR, ,DOUGLAS COUNTY,68007,24400.0,297900.0,322300.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,2748.0,2.0,2004.0,2 Story,Average,Average,0.18,7841.0,41.33068791530725,-96.15746714042714,douglas
2203096306,14864 YOUNG ST,14864, ,YOUNG,ST, ,DOUGLAS COUNTY,68007,24000.0,252500.0,276500.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1658.0,2.0,2008.0,2 Story,Average,Good,0.132,5750.0,41.33342087295524,-96.14717270794459,douglas
2203096348,14756 GREBE ST,14756, ,GREBE,ST, ,DOUGLAS COUNTY,68007,24000.0,284100.0,308100.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1494.0,1.0,2008.0,Ranch,Average,Good,0.1438,6264.0,41.3343937408647,-96.14486797850626,douglas
2531221584,6435 S 159 AV,6435,S,159,AV, ,OMAHA,68135,37500.0,304300.0,341800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1846.0,1.0,1996.0,Ranch,Good,Good,0.21,9272.0,41.19376296023938,-96.1632995294178,douglas
1745795122,6027 S 158 ST,6027,S,158,ST, ,OMAHA,68135,37100.0,329400.0,366500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1753.0,1.0,1994.0,Ranch,Good,Average,0.21,9198.0,41.19714696607191,-96.16098649937034,douglas
2254600000,15223 DAYTON ST,15223, ,DAYTON,ST, ,OMAHA,68137,31800.0,283700.0,315500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1785.0,1.0,1990.0,Split Entry,Average,Average,0.24,10716.0,41.21869380343639,-96.15167868329901,douglas
2253060000,4366 S 151 ST,4366,S,151,ST, ,OMAHA,68137,29300.0,343300.0,372600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2426.0,2.0,1991.0,2 Story,Average,Average,0.19,8640.0,41.21595339019878,-96.15054206558577,douglas
2253030000,4351 S 152 CR,4351,S,152,CR, ,OMAHA,68137,30500.0,267300.0,297800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1650.0,1.0,1986.0,Raised Ranch,Average,Average,0.22,9600.0,41.21654448807164,-96.15061812588246,douglas
0754460846,15201 JAYNES ST,15201, ,JAYNES,ST, ,DOUGLAS COUNTY,68116,35000.0,420000.0,455000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1736.0,1.0,2016.0,Ranch,Good,Good,0.29,12632.0,41.30780623499424,-96.15171781721108,douglas
0754460772,5509 N 154 ST,5509,N,154,ST, ,DOUGLAS COUNTY,68116,35000.0,387400.0,422400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2285.0,2.0,2008.0,2 Story,Good,Average,0.27,11761.0,41.308556647303156,-96.15449234014426,douglas
2143372028,14907 LAUREL AV,14907, ,LAUREL,AV, ,DOUGLAS COUNTY,68116,35000.0,312500.0,347500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2204.0,2.0,2015.0,2 Story,Good,Good,0.1872,8156.0,41.30998207300466,-96.14662642264273,douglas
2245250798,14634 KANSAS AV,14634, ,KANSAS,AV, ,DOUGLAS COUNTY,68116,35000.0,286600.0,321600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1557.0,1.5,2004.0,Tri Level,Average,Good,0.17,7405.0,41.31444990328055,-96.1436134825415,douglas
2245295014,6139 N 148 ST,6139,N,148,ST, ,DOUGLAS COUNTY,68116,35000.0,260500.0,295500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1583.0,1.5,2009.0,Tri Level,Average,Average,0.3,13068.0,41.315377709720494,-96.14639324592848,douglas
2247010176,6205 N 153 AV,6205,N,153,AV, ,DOUGLAS COUNTY,68116,35000.0,351500.0,386500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1936.0,1.0,2000.0,Ranch,Good,Average,0.26,11475.0,41.31494780857055,-96.15352184404325,douglas
2143371404,5408 N 149 AV,5408,N,149,AV, ,DOUGLAS COUNTY,68116,35000.0,310100.0,345100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2413.0,2.0,2004.0,2 Story,Good,Average,0.2,8778.0,41.30703784037659,-96.1484553436818,douglas
2401970081,14771 HARTMAN PA,14771, ,HARTMAN,PA, ,DOUGLAS COUNTY,68116,26300.0,281200.0,307500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1603.0,1.0,2014.0,Ranch,Good,Good,0.11,4888.0,41.309044770695714,-96.14445492601727,douglas
2245250972,6606 N 148 ST,6606,N,148,ST, ,DOUGLAS COUNTY,68116,35000.0,253300.0,288300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1465.0,1.5,2008.0,Tri Level,Average,Good,0.13,5663.0,41.31908003571074,-96.14529913461735,douglas
2245250702,6215 N 146 ST,6215,N,146,ST, ,DOUGLAS COUNTY,68116,38500.0,313400.0,351900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1500.0,1.0,2005.0,Ranch,Average,Average,0.17,7405.0,41.31581138954077,-96.14358985525028,douglas
2027458038,5105 S 165 ST,5105,S,165,ST, ,OMAHA,68135,38800.0,303100.0,341900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1992.0,1.5,1991.0,Tri Level,Average,Good,0.16,7320.0,41.20644830879045,-96.17224352271694,douglas
1604275168,15747 ORCHARD AV,15747, ,ORCHARD,AV, ,OMAHA,68135,27800.0,211100.0,238900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1196.0,1.0,1978.0,Split Entry,Average,Average,0.17,7625.0,41.209044061603905,-96.1622180300838,douglas
2010635318,15405 BLACKWELL DR,15405, ,BLACKWELL,DR, ,OMAHA,68137,32100.0,276500.0,308600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2190.0,1.5,1975.0,Tri Level,Average,Average,0.2,9000.0,41.19907620007232,-96.15568234038412,douglas
2010635414,5920 S 152 ST,5920,S,152,ST, ,OMAHA,68137,32700.0,230100.0,262800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1393.0,1.0,1976.0,Mult Level,Average,Average,0.24,10790.0,41.199164708763426,-96.15138772775367,douglas
2010635190,15424 W ST,15424, ,W,ST, ,OMAHA,68137,32000.0,214700.0,246700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1488.0,1.5,1980.0,Tri Level,Average,Average,0.2,8750.0,41.20038917309463,-96.15694040532833,douglas
1627468046,15435 ALLAN DR,15435, ,ALLAN,DR, ,OMAHA,68137,22100.0,321100.0,343200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1888.0,1.5,1992.0,Tri Level,Average,Good,0.19,8580.0,41.20284034670942,-96.15672368149274,douglas
2010638403,15232 T ST,15232, ,T,ST, ,OMAHA,68137,31700.0,227400.0,259100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1292.0,1.0,1982.0,Split Entry,Average,Average,0.18,8165.0,41.20429870812103,-96.15374750310964,douglas
1627467541,15329 R ST,15329, ,R,ST, ,OMAHA,68137,21600.0,223800.0,245400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1220.0,1.0,1985.0,Ranch,Average,Average,0.16,7257.0,41.20456458459229,-96.15515171425406,douglas
2247051740,6412 S 150 ST,6412,S,150,ST, ,OMAHA,68137,27900.0,252800.0,280700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1380.0,1.0,1978.0,Split Entry,Average,Good,0.19,8640.0,41.193945540621904,-96.14834130924113,douglas
2247051748,6312 S 150 ST,6312,S,150,ST, ,OMAHA,68137,27900.0,237500.0,265400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1753.0,1.5,1976.0,Tri Level,Average,Average,0.19,8640.0,41.19473590633915,-96.14833515035582,douglas
2247051780,14916 Z CR,14916, ,Z,CR, ,OMAHA,68137,29200.0,249600.0,278800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1632.0,1.0,1973.0,Split Entry,Average,Average,0.29,12960.0,41.197216520345215,-96.14830233812205,douglas
1616445138,6218 S 151 ST,6218,S,151,ST, ,OMAHA,68137,37000.0,170700.0,207700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,976.0,1.0,1976.0,Split Entry,Average,Average,0.14,6440.0,41.19624155605242,-96.14935088731933,douglas
1616445080,15224 JEFFERSON ST,15224, ,JEFFERSON,ST, ,OMAHA,68137,37000.0,219100.0,256100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1168.0,1.0,1973.0,Raised Ranch,Average,Average,0.16,7130.0,41.19639110555323,-96.15240688204939,douglas
1312940556,13481 MEREDITH AV,13481, ,MEREDITH,AV, ,OMAHA,68164,14000.0,323600.0,337600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1471.0,1.0,2006.0,Ranch,Good,Average,0.16,7000.0,41.29969417018717,-96.12448233308118,douglas
1312955394,4817 N 136 ST,4817,N,136,ST, ,OMAHA,68164,35400.0,352400.0,387800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2267.0,2.0,1996.0,2 Story,Good,Average,0.19,8500.0,41.30285682782725,-96.12634506182783,douglas
1312955084,13422 LARIMORE AV,13422, ,LARIMORE,AV, ,OMAHA,68164,39000.0,315000.0,354000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1930.0,2.0,1999.0,2 Story,Good,Average,0.22,10004.0,41.30299428362515,-96.12274250002255,douglas
1312955526,5111 N 137 AV,5111,N,137,AV, ,OMAHA,68164,44200.0,474700.0,518900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2894.0,2.0,1999.0,2 Story,Good,Good,0.28,12382.0,41.30512755487178,-96.12880624743423,douglas
1312955308,5135 N 135 AV,5135,N,135,AV, ,OMAHA,68164,34700.0,372400.0,407100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2386.0,2.0,1996.0,2 Story,Good,Average,0.18,8190.0,41.3052465789678,-96.12639163589218,douglas
1312955758,5123 N 140 ST,5123,N,140,ST, ,OMAHA,68164,42200.0,306200.0,348400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1662.0,1.0,1999.0,Ranch,Good,Average,0.26,11430.0,41.30579634826749,-96.13353091105317,douglas
1619371886,15319 SARPY CR,15319, ,SARPY,CR, ,OMAHA,68137,37100.0,166400.0,203500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1000.0,1.0,1980.0,Mult Level,Average,Average,0.2,8954.0,41.19191762050476,-96.15369155782241,douglas
2247051910,14712 MADISON CR,14712, ,MADISON,CR, ,OMAHA,68137,27800.0,262400.0,290200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1978.0,1.5,1976.0,Tri Level,Average,Average,0.19,8400.0,41.19445071247069,-96.14408435041958,douglas
2247051704,14829 DREXEL ST,14829, ,DREXEL,ST, ,OMAHA,68137,27800.0,232100.0,259900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1795.0,1.5,1974.0,Tri Level,Average,Average,0.19,8400.0,41.19192029088975,-96.14546658562635,douglas
2247051702,14823 DREXEL ST,14823, ,DREXEL,ST, ,OMAHA,68137,27800.0,249500.0,277300.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1993.0,1.5,1974.0,Tri Level,Average,Average,0.19,8400.0,41.19192091515796,-96.14521226946944,douglas
2247052008,14811 Z CR,14811, ,Z,CR, ,OMAHA,68137,28200.0,233200.0,261400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1753.0,1.5,1976.0,Tri Level,Average,Average,0.22,9600.0,41.19712313852576,-96.14588432621915,douglas
2247052014,14824 Z CR,14824, ,Z,CR, ,OMAHA,68137,30400.0,273600.0,304000.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2072.0,2.0,1976.0,2 Story,Average,Average,0.4164,18137.0,41.19743239591107,-96.14664516686814,douglas
2247052064,14707 BERRY CR,14707, ,BERRY,CR, ,OMAHA,68137,28800.0,273000.0,301800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1978.0,1.5,1978.0,Tri Level,Average,Average,0.25,11284.0,41.198820668566825,-96.14496903960467,douglas
2409126648,15411 STEVENS PA,15411, ,STEVENS,PA, ,OMAHA,68137,59000.0,473900.0,532900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2330.0,1.0,2005.0,Ranch,Good,Average,0.35,15470.0,41.210611323411705,-96.15426822814295,douglas
2326349195,4303 N 152 ST,4303,N,152,ST, ,OMAHA,68116,48100.0,411900.0,460000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2491.0,2.0,2012.0,2 Story,Good,Good,0.37,16218.0,41.29796130610197,-96.15191728291799,douglas
2532190634,15301 FOWLER AV,15301, ,FOWLER,AV, ,OMAHA,68116,32800.0,289700.0,322500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1758.0,1.5,2005.0,Tri Level,Average,Average,0.15,6600.0,41.30139280381132,-96.15437751811514,douglas
2532190848,15407 SARATOGA ST,15407, ,SARATOGA,ST, ,OMAHA,68116,32400.0,297600.0,330000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1426.0,1.0,2005.0,Ranch,Average,Average,0.14,5946.0,41.30292021439432,-96.15562556837129,douglas
2531224256,14476 MEREDITH AV,14476, ,MEREDITH,AV, ,OMAHA,68116,30300.0,232700.0,263000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1283.0,2.0,1998.0,2 Story,Average,Average,0.13,6050.0,41.30020402219816,-96.14126799588834,douglas
2531226862,5125 N 145 ST,5125,N,145,ST, ,OMAHA,68116,27000.0,177000.0,204000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1037.0,1.0,1998.0,Split Entry,Average,Average,0.12,5406.0,41.304751938514435,-96.14158560272097,douglas
0523991162,14726 AMES AV,14726, ,AMES,AV, ,OMAHA,68116,28800.0,270100.0,298900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1897.0,2.0,2000.0,2 Story,Average,Average,0.13,6000.0,41.29912620502797,-96.14509475535903,douglas
2531280435,14456 CAMDEN CR,14456, ,CAMDEN,CR, ,OMAHA,68116,30000.0,182600.0,212600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1074.0,1.0,1999.0,Split Entry,Average,Average,0.18,8008.0,41.30624185712711,-96.14128716031897,douglas
2532191216,15215 CAMDEN CR,15215, ,CAMDEN,CR, ,OMAHA,68116,32300.0,216200.0,248500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1173.0,1.0,2006.0,Split Entry,Average,Average,0.13,5663.0,41.30566553437947,-96.1545022305993,douglas
