pin,property_a,house,street_dir,street_nam,street_typ,apartment,prop_city,prop_zip,land_value,improvemen,total_valu,class,school_dis,numbldgs,bldg_numb,bldg_sf,bldg_story,bldg_yrblt,bldg_desc,quality,condition,acres,sq_feet,centroid_latitude,centroid_longitude,source_county
1818070000,4524 SHIRLEY ST,4524, ,SHIRLEY,ST, ,OMAHA,68106,21300.0,253200.0,274500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1356.0,1.5,1925.0,1 1/2 Story Fin,Average,Very Good,0.12,5253.0,41.24247879437121,-95.98175906286649,douglas
1824830000,3457 S 16 ST,3457,S,16,ST, ,OMAHA,68108,17300.0,136400.0,153700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1084.0,1.5,1946.0,1 1/2 Story Fin,Average,Average,0.16,7260.0,41.2264288433648,-95.93695447065052,douglas
1837190000,6742 NORTH RIDGE DR,6742, ,NORTH RIDGE,DR, ,OMAHA,68112,10500.0,137500.0,148000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,888.0,1.0,1953.0,Raised Ranch,Average,Average,0.19,8400.0,41.32084790919129,-95.96647945833267,douglas
1838220000,3621 NEBRASKA AV,3621, ,NEBRASKA,AV, ,OMAHA,68111,13300.0,88200.0,101500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1420.0,1.5,1910.0,1 1/2 Story Fin,Average,Poor,0.78,34200.0,41.314432202795615,-95.96727249689954,douglas
1838330000,6724 N 37 ST,6724,N,37,ST, ,OMAHA,68112,10400.0,134500.0,144900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1296.0,1.0,1955.0,Raised Ranch,Average,Fair,0.17,7800.0,41.32036280473707,-95.96885016395828,douglas
1838360000,6714 N 37 ST,6714,N,37,ST, ,OMAHA,68112,10000.0,131000.0,141000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,891.0,1.0,1952.0,Mult Level,Average,Average,0.14,6240.0,41.31992000845889,-95.96884904685378,douglas
1838650000,2206 OGDEN ST,2206, ,OGDEN,ST, ,OMAHA,68110,5600.0,120600.0,126200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,970.0,1.5,1910.0,1 1/2 Story Unfin,Average,Good,0.11,5000.0,41.307752756233775,-95.94493719580288,douglas
1840380000,5806 N 56 ST,5806,N,56,ST, ,OMAHA,68104,25500.0,210800.0,236300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2529.0,1.0,1947.0,Ranch,Average,Fair,0.44,19600.0,41.31155453482258,-96.00015860464676,douglas
1842391007,3505 WEBER CR,3505, ,WEBER,CR, ,OMAHA,68112,14600.0,131800.0,146400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1028.0,1.0,1962.0,Raised Ranch,Average,Average,0.3807,16583.0,41.32488560566613,-95.9659980314794,douglas
1903100636,12624 OAKAIR DR,12624, ,OAKAIR,DR, ,OMAHA,68137,29500.0,256300.0,285800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1782.0,1.5,1969.0,Tri Level,Average,Average,0.3,13244.0,41.20306386942736,-96.11069702414943,douglas
1903100776,5906 OAK HILLS DR,5906, ,OAK HILLS,DR, ,OMAHA,68137,29300.0,364400.0,393700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2445.0,1.0,1969.0,Ranch,Average,Average,0.28,12240.0,41.19820504598892,-96.10757610291809,douglas
1903102250,3022 RAINWOOD RD,3022, ,RAINWOOD,RD, ,OMAHA,68112,37300.0,296000.0,333300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1580.0,1.0,1974.0,Mult Level,Average,Average,0.61,26571.0,41.35252152763808,-95.96575519830206,douglas
1906010000,2709 S 14 ST,2709,S,14,ST, ,OMAHA,68108,13300.0,57700.0,71000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,930.0,1.0,1890.0,Ranch,Average,Fair,0.11,4792.0,41.23386620933422,-95.93434229320125,douglas
1914190000,3950 HIMEBAUGH AV,3950, ,HIMEBAUGH,AV, ,OMAHA,68111,8300.0,162600.0,170900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1276.0,1.5,1953.0,1 1/2 Story Fin,Average,Good,0.11,5200.0,41.31149654777711,-95.97315657593752,douglas
1921330000,3812 CHARLES ST,3812, ,CHARLES,ST, ,OMAHA,68131,15000.0,142400.0,157400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1172.0,1.5,1915.0,1 1/2 Story Fin,Average,Average,0.14,6500.0,41.2734286872265,-95.96938929118299,douglas
1923760002,1803 JOHN A CREIGHTON BD,1803, ,JOHN A CREIGHTON,BD, ,OMAHA,68111,20300.0,140200.0,160500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1568.0,1.0,1955.0,Ranch,Average,Fair,0.6,26496.0,41.27618765559226,-95.9665445189108,douglas
1925000000,3913 BLONDO ST,3913, ,BLONDO,ST, ,OMAHA,68111,15000.0,75500.0,90500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,916.0,1.5,1928.0,1 1/2 Story Fin,Average,Fair,0.14,6500.0,41.27751740511185,-95.97065219749513,douglas
1925010000,3909 BLONDO ST,3909, ,BLONDO,ST, ,OMAHA,68111,15000.0,72200.0,87200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,688.0,1.5,1941.0,1 1/2 Story Unfin,Average,Fair,0.14,6500.0,41.27751758393735,-95.9704707675093,douglas
1926230000,4228 F ST,4228, ,F,ST, ,OMAHA,68107,14800.0,263600.0,278400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1626.0,1.5,1916.0,1 1/2 Story Fin,Average,Average,0.15,6800.0,41.22000125236771,-95.97733733746394,douglas
1926300540,6957 OGDEN ST,6957, ,OGDEN,ST, ,OMAHA,68104,18000.0,155600.0,173600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1461.0,1.5,1962.0,1 1/2 Story Fin,Average,Fair,0.17,7700.0,41.30693142640697,-96.01968125874656,douglas
1927360000,3226 HARRISON ST,3226, ,HARRISON,ST, ,OMAHA,68147,8700.0,191000.0,199700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,988.0,1.0,1975.0,Raised Ranch,Average,Average,0.11,5040.0,41.191159966163106,-95.9613754122502,douglas
1935371268,9235 RUGGLES ST,9235, ,RUGGLES,ST, ,OMAHA,68134,20000.0,195700.0,215700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1020.0,1.0,1964.0,Raised Ranch,Average,Average,0.18,8220.0,41.294307419500704,-96.05601536262755,douglas
1935371352,9212 MANDERSON ST,9212, ,MANDERSON,ST, ,OMAHA,68134,20200.0,180300.0,200500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1100.0,1.0,1965.0,Mult Level,Average,Average,0.2,8800.0,41.29298658858062,-96.05675569511926,douglas
1937540000,1211 BLAINE ST,1211, ,BLAINE,ST, ,OMAHA,68107,15600.0,77800.0,93400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,880.0,1.0,1900.0,Ranch,Average,Average,0.13,6000.0,41.21946966039725,-95.93219382939213,douglas
1937820835,6119 CAMDEN AV,6119, ,CAMDEN,AV, ,OMAHA,68104,18000.0,93900.0,111900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,912.0,1.0,1961.0,Ranch,Average,Fair,0.17,7800.0,41.30451238682401,-96.00818350249217,douglas
1937821116,6218 PARK LANE DR,6218, ,PARK LANE,DR, ,OMAHA,68104,18200.0,154000.0,172200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1008.0,1.0,1962.0,Raised Ranch,Average,Average,0.18,8100.0,41.30574259072601,-96.00942923141446,douglas
1937821435,5564 N 61 AV,5564,N,61,AV, ,OMAHA,68104,17700.0,183900.0,201600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1040.0,1.0,1963.0,Raised Ranch,Average,Good,0.16,7254.0,41.30887935725279,-96.00914514509783,douglas
1941590000,3035 CALIFORNIA ST,3035, ,CALIFORNIA,ST, ,OMAHA,68131,20300.0,130400.0,150700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,916.0,1.0,1890.0,Ranch,Average,Average,0.12,5550.0,41.264502173982045,-95.95833635948091,douglas
1947860000,7009 N 24 ST,7009,N,24,ST, ,OMAHA,68112,11000.0,93600.0,104600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1725.0,1.5,1915.0,1 1/2 Story Fin,Average,Fair,0.11,5000.0,41.322626363669,-95.94658718206318,douglas
1948500000,6555 N 24 ST,6555,N,24,ST, ,OMAHA,68112,11000.0,134600.0,145600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1419.0,1.5,1920.0,1 1/2 Story Fin,Average,Average,0.11,5000.0,41.319109757328704,-95.94658835904556,douglas
2002600000,2628 LIZZIE ROBINSON AV,2628, ,LIZZIE ROBINSON,AV, ,OMAHA,68111,6500.0,40600.0,47100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,964.0,1.5,1900.0,1 1/2 Story Unfin,Average,Poor,0.07,3200.0,41.28115087819641,-95.95124274487848,douglas
2010530000,2707 S 41 ST,2707,S,41,ST, ,OMAHA,68105,17300.0,179800.0,197100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,806.0,1.0,1952.0,Ranch,Average,Average,0.17,7452.0,41.23378777136251,-95.97429840606232,douglas
2013010600,1626 N 102 AV,1626,N,102,AV, ,OMAHA,68114,51700.0,358700.0,410400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2471.0,2.0,1980.0,2 Story,Good,Average,0.25,11280.0,41.27483351995982,-96.07296896545012,douglas
2013350003,3919 N 22 ST,3919,N,22,ST, ,OMAHA,68110,0.0,227200.0,227200.0,R, ,1.0,1,1170.0,1.0,2016.0,Ranch,Average,Good,0.14233,6200.0,41.2951696859507,-95.9442389007116,douglas
2026840070,3024 S 113 ST,3024,S,113,ST, ,OMAHA,68144,26900.0,316200.0,343100.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,1478.0,1.0,1964.0,Ranch,Average,Average,0.33,14600.0,41.23069649880339,-96.09007739191786,douglas
2028520001,3102 SEWARD ST,3102, ,SEWARD,ST, ,OMAHA,68111,15100.0,38700.0,53800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,853.0,1.0,1889.0,Ranch,Average,Fair,0.05,2562.0,41.273923075160475,-95.95839969435312,douglas
2033080000,6035 S 42 AV,6035,S,42,AV, ,OMAHA,68107,17000.0,88400.0,105400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1065.0,1.5,1910.0,1 1/2 Story Fin,Average,Fair,0.26,11340.0,41.19707550974375,-95.97786692898549,douglas
2036470000,3003 S 87 ST,3003,S,87,ST, ,OMAHA,68124,77000.0,160400.0,237400.0,C,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,2524.0,1.0,1958.0,Office Building,Average,Fair,0.29,12825.0,41.23192330507367,-96.04811553345151,douglas
2036750000,2804 S 87 AV,2804,S,87,AV, ,OMAHA,68124,70700.0,359300.0,430000.0,C,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,2375.0,1.0,1957.0,Office Building,Average,Good,0.27,11782.0,41.23303265167927,-96.0500245509233,douglas
2054680006,9323 N 52 AV,9323,N,52,AV, ,OMAHA,68152,37100.0,424900.0,462000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2008.0,1.0,2006.0,Raised Ranch,Average,Average,0.3926,17100.0,41.34457161086388,-95.99352449452346,douglas
2113150000,1002 PARK AV,1002, ,PARK,AV, ,OMAHA,68105,29800.0,244900.0,274700.0,M,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,4292.0,2.5,1882.0,2 1/2 Story Fin,Average,Average,0.25,11022.0,41.25060988892129,-95.95630323707478,douglas
2114032568,9927 HARNEY PW N,9927, ,HARNEY,PW, ,OMAHA,68114,97500.0,518400.0,615900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2605.0,2.0,1974.0,2 Story,Good,Average,0.33,14626.0,41.253792988185964,-96.0701171195175,douglas
2114032570,9923 HARNEY PW N,9923, ,HARNEY,PW, ,OMAHA,68114,98300.0,446500.0,544800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2608.0,1.0,1973.0,Raised Ranch,Good,Average,0.34,14935.0,41.25380349337751,-96.06973345623014,douglas
2114032842,9949 ESSEX DR,9949, ,ESSEX,DR, ,OMAHA,68114,107400.0,606100.0,713500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3718.0,1.5,1978.0,1 1/2 Story Fin,Good,Average,0.43,18864.0,41.256306827186734,-96.06941642376557,douglas
2114032912,9814 HARNEY PW N,9814, ,HARNEY,PW, ,OMAHA,68114,106400.0,738500.0,844900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,4219.0,1.5,1979.0,1 1/2 Story Fin,Good,Good,0.42,18392.0,41.25717385378249,-96.06627872673215,douglas
2114032932,9825 WESTCHESTER DR,9825, ,WESTCHESTER,DR, ,OMAHA,68114,110500.0,745700.0,856200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3040.0,2.0,1982.0,2 Story,Good,Very Good,0.4654,20274.0,41.257762660818486,-96.06761942754078,douglas
2114033122,9802 ASCOT DR,9802, ,ASCOT,DR, ,OMAHA,68114,121700.0,977300.0,1099000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,5014.0,1.5,1979.0,1 1/2 Story Fin,Very Good,Average,0.59,26100.0,41.25937511291909,-96.06537571221256,douglas
2114033192,9747 NOTTINGHAM DR,9747, ,NOTTINGHAM,DR, ,OMAHA,68114,82400.0,425500.0,507900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2369.0,1.0,1980.0,Ranch,Very Good,Average,0.21,9417.0,41.26041921897364,-96.06692661914663,douglas
2114033193,9745 NOTTINGHAM DR,9745, ,NOTTINGHAM,DR, ,OMAHA,68114,75100.0,374800.0,449900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2286.0,1.0,1980.0,Ranch,Very Good,Average,0.16,7398.0,41.260287901446894,-96.06675632041365,douglas
2114033204,9735 NOTTINGHAM DR,9735, ,NOTTINGHAM,DR, ,OMAHA,68114,83800.0,467800.0,551600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2645.0,1.0,1979.0,Ranch,Very Good,Average,0.22,9840.0,41.260095611886875,-96.06569904886781,douglas
2114033206,9733 NOTTINGHAM DR,9733, ,NOTTINGHAM,DR, ,OMAHA,68114,83800.0,433500.0,517300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2583.0,1.0,1979.0,Ranch,Very Good,Good,0.22,9840.0,41.260330356193876,-96.06566040501363,douglas
2114300000,6915 WESTERN AV,6915, ,WESTERN,AV, ,OMAHA,68132,21700.0,206200.0,227900.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,1190.0,1.0,1953.0,Ranch,Average,Average,0.2,9030.0,41.27030301466252,-96.02010412433377,douglas
2116570001,8704 BOYD ST,8704, ,BOYD,ST, ,OMAHA,68134,41000.0,265500.0,306500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,1941.0,1.5,1935.0,1 1/2 Story Fin,Average,Average,0.7306,31827.0,41.298510806886,-96.04848796679514,douglas
2121670001,5213 N 14 AV,5213,N,14,AV, ,OMAHA,68110,7300.0,149400.0,156700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1226.0,1.5,1922.0,1 1/2 Story Fin,Average,Average,0.2176,9477.0,41.30648608300676,-95.93440785025246,douglas
2123050000,4505 SPRING ST,4505, ,SPRING,ST, ,OMAHA,68106,19600.0,171400.0,191000.0,M,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1644.0,1.0,1962.0,Ranch,Average,Fair,0.21,9240.0,41.23038985497319,-95.98080244367185,douglas
2127270000,3441 SHEFFIELD ST,3441, ,SHEFFIELD,ST, ,OMAHA,68112,13100.0,158000.0,171100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1008.0,1.0,1955.0,Ranch,Average,Average,0.17,7696.0,41.32904124693098,-95.96715353493813,douglas
2129150000,10163 ROCKBROOK RD,10163, ,ROCKBROOK,RD, ,OMAHA,68124,91800.0,483000.0,574800.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,3020.0,2.0,1964.0,2 Story,Good,Average,0.57,25000.0,41.2376121552321,-96.07015263537575,douglas
2132140198,3304 S 94 ST,3304,S,94,ST, ,OMAHA,68124,53100.0,427800.0,480900.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,2312.0,2.0,1970.0,2 Story,Good,Average,0.33,14758.0,41.228591315259806,-96.06035115470537,douglas
2135300000,2724 N 50 ST,2724,N,50,ST, ,OMAHA,68104,19600.0,175900.0,195500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1436.0,1.5,1925.0,1 1/2 Story Fin,Average,Average,0.1,4725.0,41.28401718230255,-95.9905606197927,douglas
2140010000,5407 HICKORY ST,5407, ,HICKORY,ST, ,OMAHA,68106,21200.0,154600.0,175800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,832.0,1.5,1924.0,1 1/2 Story Fin,Average,Average,0.11,4950.0,41.24294212485011,-95.99737883575456,douglas
2140083024,5820 S 115 CR,5820,S,115,CR, ,OMAHA,68137,21000.0,301200.0,322200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1602.0,1.5,1994.0,Tri Level,Average,Good,0.13,5890.0,41.19947284997448,-96.09222885369415,douglas
2140090244,5618 S 113 ST,5618,S,113,ST, ,OMAHA,68137,21200.0,177100.0,198300.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,912.0,1.0,1970.0,Split Entry,Average,Average,0.17,7504.0,41.201100992646396,-96.0896595283842,douglas
2140090430,11112 X ST,11112, ,X,ST, ,OMAHA,68137,21300.0,173300.0,194600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,936.0,1.0,1972.0,Ranch,Average,Average,0.18,8125.0,41.19872552632067,-96.08687964767346,douglas
2140090648,12618 ARBOR ST,12618, ,ARBOR,ST, ,OMAHA,68144,36100.0,272800.0,308900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1434.0,1.0,1964.0,Mult Level,Average,Average,0.32,14231.0,41.23673544003102,-96.11153744963642,douglas
2140090902,1875 S 131 AV,1875,S,131,AV, ,OMAHA,68144,35600.0,356100.0,391700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2403.0,2.0,1969.0,2 Story,Average,Average,0.3,13125.0,41.24004920110779,-96.11825865607899,douglas
2150350000,5146 EMMET ST,5146, ,EMMET,ST, ,OMAHA,68104,21100.0,190500.0,211600.0,M,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1864.0,1.5,1939.0,1 1/2 Story Fin,Average,Average,0.15,6890.0,41.28984576465102,-95.99484772323322,douglas
2161160004,3220 S 50 ST,3220,S,50,ST, ,OMAHA,68106,8900.0,207800.0,216700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1185.0,1.0,1987.0,Ranch,Average,Average,0.08,3654.0,41.22921311740306,-95.99061762471307,douglas
2203970211,3212 S 59 ST,3212,S,59,ST, ,OMAHA,68106,9900.0,255600.0,265500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1270.0,1.0,2007.0,Ranch,Average,Average,0.09439,4112.0,41.229509577862856,-96.00372261342795,douglas
2204840000,4519 MARCY ST,4519, ,MARCY,ST, ,OMAHA,68106,23400.0,196600.0,220000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1156.0,1.5,1923.0,1 1/2 Story Fin,Average,Average,0.14,6500.0,41.251243470719686,-95.98157729867074,douglas
2224700000,4807 S 54 ST,4807,S,54,ST, ,OMAHA,68117,10500.0,146700.0,157200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,934.0,1.0,1956.0,Ranch,Average,Average,0.11,5046.0,41.21138013797745,-95.99732514294583,douglas
2237340000,5034 S 18 ST,5034,S,18,ST, ,OMAHA,68107,12600.0,172900.0,185500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1412.0,1.5,1910.0,1 1/2 Story Fin,Average,Good,0.14,6500.0,41.20708627318903,-95.93964043724976,douglas
2239020000,3421 X ST,3421, ,X,ST, ,OMAHA,68107,9700.0,158600.0,168300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,876.0,1.0,1952.0,Raised Ranch,Average,Average,0.13,5850.0,41.198751400648334,-95.96447755158519,douglas
2241150075,5201 S 57 ST,5201,S,57,ST, ,OMAHA,68117,12800.0,238700.0,251500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1198.0,1.0,2001.0,Split Entry,Average,Average,0.16,7035.0,41.20500423508963,-96.0010757513204,douglas
2241150206,5005 DREXEL ST,5005, ,DREXEL,ST, ,OMAHA,68117,13200.0,272500.0,285700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1534.0,1.0,1971.0,Raised Ranch,Average,Average,0.17,7420.0,41.19235533967451,-95.99449845244075,douglas
2242260104,5315 SPRING ST,5315, ,SPRING,ST, ,OMAHA,68106,19200.0,352900.0,372100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1500.0,1.0,1998.0,Ranch,Average,Average,0.2,9000.0,41.23037670955625,-95.9968623569179,douglas
2248960000,1464 EMMET ST,1464, ,EMMET,ST, ,OMAHA,68110,7100.0,108300.0,115400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1014.0,1.5,1907.0,1 1/2 Story Fin,Average,Fair,0.14,6200.0,41.28992044085248,-95.93593123986744,douglas
2304352183,5114 N 105 ST,5114,N,105,ST, ,OMAHA,68134,24900.0,122300.0,147200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1428.0,2.0,1974.0,2 Story,Average,Average,0.06,2666.0,41.30552691723631,-96.07798961834673,douglas
2312920000,6235 S 40 ST,6235,S,40,ST, ,OMAHA,68107,11300.0,122500.0,133800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1110.0,1.0,1951.0,Raised Ranch,Average,Fair,0.13,5720.0,41.19528405594726,-95.97308217331437,douglas
2324160000,3115 SPRING ST,3115, ,SPRING,ST, ,OMAHA,68105,14300.0,202600.0,216900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1504.0,1.5,1948.0,1 1/2 Story Fin,Average,Average,0.13,5925.0,41.230046149178484,-95.95903412316285,douglas
2326010567,5018 N 54 ST,5018,N,54,ST, ,OMAHA,68104,13900.0,170000.0,183900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1026.0,1.0,1978.0,Split Entry,Average,Average,0.21,9152.0,41.30447943550033,-95.9978435536337,douglas
2326340612,6333 N 51 AV,6333,N,51,AV, ,OMAHA,68104,7500.0,212300.0,219800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1202.0,1.0,2001.0,Split Entry,Average,Good,0.21,9316.0,41.3170192294526,-95.99341856945172,douglas
2326341330,4605 N 95 ST,4605,N,95,ST, ,OMAHA,68134,26100.0,217300.0,243400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1064.0,1.0,1962.0,Ranch,Average,Good,0.17,7500.0,41.30052566266095,-96.06096868447236,douglas
2326341936,9205 GRAND AV,9205, ,GRAND,AV, ,OMAHA,68134,26100.0,173400.0,199500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,934.0,1.0,1971.0,Split Entry,Average,Average,0.17,7625.0,41.30298586666065,-96.05578318413335,douglas
2326341940,9217 GRAND AV,9217, ,GRAND,AV, ,OMAHA,68134,26100.0,173400.0,199500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,905.0,1.0,1970.0,Ranch,Average,Average,0.17,7625.0,41.302989392842335,-96.0562318223239,douglas
2326341986,4902 N 93 AV,4902,N,93,AV, ,OMAHA,68134,26400.0,248300.0,274700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1064.0,1.0,1963.0,Ranch,Average,Good,0.22,9940.0,41.30340365803746,-96.0577431685919,douglas
2326342004,9329 CAMDEN AV,9329, ,CAMDEN,AV, ,OMAHA,68134,26100.0,199500.0,225600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,932.0,1.0,1962.0,Ranch,Average,Average,0.17,7500.0,41.30590938247855,-96.05851077200303,douglas
2326342040,9366 CAMDEN AV,9366, ,CAMDEN,AV, ,OMAHA,68134,26100.0,169400.0,195500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1096.0,1.0,1966.0,Split Entry,Average,Average,0.16,7320.0,41.30638698742637,-96.05981973307233,douglas
2326342350,4521 TERRACE DR,4521, ,TERRACE,DR, ,OMAHA,68134,26300.0,177200.0,203500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,900.0,1.0,1969.0,Split Entry,Average,Average,0.2,9052.0,41.29976691114278,-96.06680281067254,douglas
2327340000,4838 S 13 ST,4838,S,13,ST, ,OMAHA,68107,13400.0,191400.0,204800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1906.0,1.5,1938.0,1 1/2 Story Fin,Average,Fair,0.16,7070.0,41.2098839798804,-95.93376788363324,douglas
2333770000,525 N 74 AV,525,N,74,AV, ,OMAHA,68114,20900.0,180000.0,200900.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,1258.0,1.0,1951.0,Raised Ranch,Average,Average,0.21,9200.0,41.264728700051585,-96.02780709229508,douglas
2343640000,3030 TITUS AV,3030, ,TITUS,AV, ,OMAHA,68112,12600.0,107300.0,119900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1664.0,1.5,1921.0,1 1/2 Story Fin,Average,Fair,0.14,6300.0,41.3205493129905,-95.95794606270057,douglas
2345710424,5007 ARCADIA AV,5007, ,ARCADIA,AV, ,OMAHA,68104,20600.0,138500.0,159100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1000.0,1.0,1971.0,Split Entry,Average,Average,0.17,7600.0,41.31123148371819,-95.99071744019618,douglas
2402130000,2909 N 47 AV,2909,N,47,AV, ,OMAHA,68104,20000.0,142900.0,162900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1379.0,1.5,1915.0,1 1/2 Story Fin,Average,Good,0.11,5000.0,41.28541382030961,-95.98401730335807,douglas
2404060000,1205 S 55 ST,1205,S,55,ST, ,OMAHA,68106,21800.0,146000.0,167800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,864.0,1.0,1945.0,Ranch,Average,Average,0.17,7650.0,41.24771025373287,-95.99756286886941,douglas
2410780000,1401 CADY AV,1401, ,CADY,AV, ,OMAHA,68110,6700.0,54900.0,61600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,972.0,1.0,1900.0,Ranch,Average,Fair,0.07,3105.0,41.28179197326037,-95.93546114528239,douglas
