record_number,record_date,permit_type,status,source_county,property_a,prop_city,prop_zip,licensed_company_name,roof_covering_material,bldg_sf,total_valu,property_age,job_value,source_date_range_start,source_date_range_end,forest_point_estimate,comp_median,comp_low_10,comp_high_90,comp_low_05,comp_high_95,comp_neighbor_count,recommended_band_low,recommended_band_high,actual_minus_comp_median,actual_vs_comp_median_pct,forest_minus_comp_median
BLD-25-15429,2025-11-01,RE-ROOF,Issued,douglas,5010 N 40 ST,OMAHA,68111,EVERLAST EXTERIORS,Asphalt,1800.0,206500.0,21.0,14123.0,2025-11-01,2025-11-06,11042.878560942445,13227.810000000001,7716.599,22109.780000000002,4451.8105,22639.31,12,4451.8105,22639.31,895.1899999999987,0.06767484564716296,-2184.9314390575564
BLD-25-15430,2025-11-01,RE-ROOF,Closed,douglas,2712 N 130 ST,OMAHA,68164,"JDM ROOFING, LLC",Asphalt,1533.0,280600.0,41.0,11000.0,2025-11-01,2025-11-06,10010.462252758223,9206.630000000001,6212.055,15606.515000000001,5765.3,19867.59249999999,12,5765.3,19867.59249999999,1793.369999999999,0.19479114507697157,803.8322527582222
BLD-25-15434,2025-11-02,RE-ROOF,Issued,douglas,9606 AMES AV,OMAHA,68134,WARREN ROOFING,Asphalt,1100.0,248300.0,53.0,4500.0,2025-11-01,2025-11-06,7906.475636674145,8063.5,4912.926,14706.919,4817.5914999999995,15780.099999999999,12,4817.5914999999995,15780.099999999999,-3563.5,-0.44192968314007564,-157.02436332585512
BLD-25-15437,2025-11-02,RE-ROOF,Closed,douglas,4724 S 136 ST,OMAHA,68137,ERIE CONSTRUCTION MID-WEST INC,Asphalt,864.0,151700.0,66.0,15454.0,2025-11-01,2025-11-06,6723.5609472398,7085.5,3445.2,14248.757,1870.45,14595.0515,12,1870.45,14595.0515,8368.5,1.181074024416061,-361.93905276019996
BLD-25-15439,2025-11-03,RE-ROOF,Issued,douglas,3220 N 40 AV,OMAHA,68111,JASTORFFINC,Asphalt,660.0,72300.0,74.0,3700.0,2025-11-01,2025-11-06,4388.874294883131,7250.0,3120.0,9974.512,2397.0,10990.485999999999,12,2397.0,10990.485999999999,-3550.0,-0.4896551724137931,-2861.1257051168686
BLD-25-15446,2025-11-03,RE-ROOF,Closed,douglas,13124 SEWARD ST,OMAHA,68154,RESULTS CONTRACTING,Asphalt,3243.0,482800.0,34.0,27000.0,2025-11-01,2025-11-06,21744.976145072094,14618.0,10192.18,25282.489999999998,9550.0,26194.855,12,9550.0,26194.855,12382.0,0.8470378984813244,7126.976145072094
BLD-25-15448,2025-11-03,RE-ROOF,Closed,douglas,2705 N 153 AV,OMAHA,68116,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,1641.0,342600.0,32.0,12658.3,2025-11-01,2025-11-06,11561.307974783836,14576.5,6433.3,23447.178,5232.0,25760.413499999995,12,5232.0,25760.413499999995,-1918.2000000000007,-0.13159537611909586,-3015.1920252161635
BLD-25-15449,2025-11-03,RE-ROOF,Issued,douglas,4925 WILLIAM ST,OMAHA,68106,OPTIMUS ROOFING AND GUTTERS LLC,Asphalt,1008.0,265000.0,99.0,12000.0,2025-11-01,2025-11-06,10389.678120835066,8210.0,5028.9,19505.8,4517.87,26534.399999999987,12,4517.87,26534.399999999987,3790.0,0.46163215590742995,2179.678120835066
BLD-25-15451,2025-11-03,RE-ROOF,Issued,douglas,5033 S 90 ST,OMAHA,68127,TURTLE ROOFING OMAHA,Asphalt,1196.0,247700.0,56.0,16300.0,2025-11-01,2025-11-06,10862.515042123512,9280.5,4871.672,14726.474,2654.7940000000003,31161.515999999974,12,2654.7940000000003,31161.515999999974,7019.5,0.7563708851893756,1582.015042123512
BLD-25-15453,2025-11-03,RE-ROOF,Issued,douglas,3127 N 50 ST,OMAHA,68104,ANCHOR ROOFING & LANDSCAPING LLC,Asphalt,1524.0,212900.0,85.0,15000.0,2025-11-01,2025-11-06,10493.044892301057,10294.5,2428.2300000000005,27158.100000000002,1380.0,28629.949999999997,12,1380.0,28629.949999999997,4705.5,0.4570887367040653,198.5448923010572
BLD-25-15457,2025-11-03,RE-ROOF,Closed,douglas,20614 PARKER ST,DOUGLAS COUNTY,68022,RESULTS CONTRACTING,Asphalt,1114.0,238000.0,13.0,8000.0,2025-11-01,2025-11-06,8243.377542263926,6850.0,4550.0,11946.785,2700.0,14684.659499999996,12,2700.0,14684.659499999996,1150.0,0.1678832116788321,1393.3775422639264
BLD-25-15462,2025-11-03,RE-ROOF,Issued,douglas,7725 N 166 ST,DOUGLAS COUNTY,68007,ONYX DESIGN & BUILD,Asphalt,2279.0,446900.0,4.0,29000.0,2025-11-01,2025-11-06,20840.515317810627,13140.560000000001,8015.858,17614.059,7505.7885,21097.480499999994,12,7505.7885,21097.480499999994,15859.439999999999,1.2069074681748722,7699.955317810625
BLD-25-15465,2025-11-03,RE-ROOF,Closed,douglas,8920 READ ST,DOUGLAS COUNTY,68122,AVID RESTORATION LLC,Asphalt,1114.0,239900.0,18.0,8700.0,2025-11-01,2025-11-06,9141.424613398147,8358.41,5835.646,14038.1,5081.0135,14975.399999999998,12,5081.0135,14975.399999999998,341.59000000000015,0.04086782055438776,783.014613398147
BLD-25-15476,2025-11-03,RE-ROOF,Issued,douglas,2107 S 135 AV,OMAHA,68144,ABC ROOFS,Asphalt,1554.0,247200.0,58.0,9000.0,2025-11-01,2025-11-06,9906.897380602395,9093.395,6875.895,24540.134000000002,5318.6025,25000.0,12,5318.6025,25000.0,-93.39500000000044,-0.010270641493083764,813.5023806023946
BLD-25-15478,2025-11-03,RE-ROOF,Closed,douglas,6326 N 103 AV,OMAHA,68134,RESULTS CONTRACTING,Asphalt,2301.0,358500.0,23.0,18000.0,2025-11-01,2025-11-06,16276.28753655343,16814.415,10670.1,27311.9,10303.6555,30530.749999999996,12,10303.6555,30530.749999999996,1185.5849999999991,0.07051003558553771,-538.1274634465717
BLD-25-15486,2025-11-03,RE-ROOF,Closed,douglas,12952 JESSIE AV,OMAHA,68164,AVID RESTORATION LLC,Asphalt,1198.0,268500.0,31.0,15907.0,2025-11-01,2025-11-06,10073.419334437105,8633.5,5511.6,13119.500000000002,4798.95,13670.699999999999,12,4798.95,13670.699999999999,7273.5,0.8424740835119013,1439.9193344371051
BLD-25-15487,2025-11-03,RE-ROOF,Issued,douglas,7524 WIRT ST,OMAHA,68134,PAUL DAVIS SYSTEMS,Asphalt,1404.0,240100.0,64.0,3600.0,2025-11-01,2025-11-06,5814.921726539918,10750.0,4260.0,20000.0,2650.0,23037.499999999996,12,2650.0,23037.499999999996,-7150.0,-0.6651162790697674,-4935.078273460082
BLD-25-15488,2025-11-03,RE-ROOF,Closed,douglas,20010 ELKHORN RIDGE DR,OMAHA,68022,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,1933.0,454100.0,19.0,16846.05,2025-11-01,2025-11-06,17431.997398598254,21197.5,12520.125,29103.5,10700.0,29513.25,12,10700.0,29513.25,-4351.450000000001,-0.2052812831701852,-3765.502601401746
BLD-25-15490,2025-11-03,RE-ROOF,Closed,douglas,14907 LAUREL AV,DOUGLAS COUNTY,68116,AVID RESTORATION LLC,Asphalt,2204.0,347500.0,10.0,15000.0,2025-11-01,2025-11-06,14153.395547087333,13290.71,7807.5,33372.5,6954.18,34013.0,12,6954.18,34013.0,1709.2900000000009,0.12860787723154,862.6855470873343
BLD-25-15491,2025-11-03,RE-ROOF,Issued,douglas,13820 W CR,OMAHA,68137,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,1068.0,218800.0,52.0,5671.0,2025-11-01,2025-11-06,6082.809461730163,7898.325,4677.325,14831.288,4086.5375,14941.8925,12,4086.5375,14941.8925,-2227.325,-0.28199966448582453,-1815.5155382698367
BLD-25-15493,2025-11-03,RE-ROOF,Closed,douglas,5732 S 239 ST,DOUGLAS COUNTY,68022,ROYALTY ROOFING INC,Asphalt,2140.0,710800.0,16.0,17030.56,2025-11-01,2025-11-06,21954.16472318254,14900.0,10000.0,41611.50000000001,9325.0,46149.99999999999,12,9325.0,46149.99999999999,2130.5600000000013,0.1429906040268457,7054.164723182541
BLD-25-15500,2025-11-03,RE-ROOF,Issued,douglas,9735 NOTTINGHAM DR,OMAHA,68114,PINNACLE ROOFING LLC,Slate Shingles,2645.0,551600.0,46.0,63000.0,2025-11-01,2025-11-06,57485.71909544578,23729.0,14910.701,83276.1,14290.539499999999,88844.8115,12,14290.539499999999,88844.8115,39271.0,1.6549791394496187,33756.71909544578
BLD-25-15501,2025-11-03,RE-ROOF,Issued,douglas,9733 NOTTINGHAM DR,OMAHA,68114,PINNACLE ROOFING LLC,Slate Shingles,2583.0,517300.0,46.0,63000.0,2025-11-01,2025-11-06,55283.56181771402,23729.0,14108.0,83276.1,12141.2865,88844.8115,12,12141.2865,88844.8115,39271.0,1.6549791394496187,31554.56181771402
BLD-25-15503,2025-11-03,RE-ROOF,Issued,douglas,15650 GRANT CR,OMAHA,68116,FIRST CHOICE GUTTERS & SIDING,Asphalt,3099.0,585500.0,22.0,30815.0,2025-11-01,2025-11-06,32580.547299562273,16118.0,10178.413,41382.00000000001,9550.0,51988.999999999985,12,9550.0,51988.999999999985,14697.0,0.9118376969847376,16462.547299562273
BLD-25-15506,2025-11-04,RE-ROOF,Closed,douglas,6720 N 24 ST,OMAHA,68112,AMERIPRO ROOFING OF NEBRASKA,Asphalt,1774.0,210000.0,104.0,19872.01,2025-11-01,2025-11-06,5904.380554464311,12500.0,6659.071,16900.0,4840.366,19699.999999999996,12,4840.366,19699.999999999996,7372.009999999998,0.5897607999999999,-6595.619445535689
BLD-25-15508,2025-11-04,RE-ROOF,Issued,douglas,13833 WOOD VALLEY DR,DOUGLAS COUNTY,68142,ONYX ROOFING LLC,Asphalt,1163.0,265100.0,10.0,6000.0,2025-11-01,2025-11-06,8106.369866465978,8499.85,5794.128,13533.2,3405.606,15483.474499999997,12,3405.606,15483.474499999997,-2499.8500000000004,-0.29410519009158986,-393.48013353402257
BLD-25-15509,2025-11-04,RE-ROOF,Closed,douglas,6218 PARK LANE DR,OMAHA,68104,LONGVIEW RENOVATION,Asphalt,1008.0,172200.0,63.0,8000.0,2025-11-01,2025-11-06,7820.813788280078,4880.505,1830.0,10942.478000000001,1160.0,11688.667,12,1160.0,11688.667,3119.495,0.639174634592117,2940.3087882800783
BLD-25-15517,2025-11-04,RE-ROOF,Issued,douglas,11417 BAUMAN CR,OMAHA,68164,RED RHINO ROOFS & SOLAR LLC,Asphalt,1005.0,231200.0,26.0,3980.0,2025-11-01,2025-11-06,6486.455743522725,8900.0,8050.0,13916.4,6861.05,14842.199999999999,12,6861.05,14842.199999999999,-4920.0,-0.5528089887640449,-2413.5442564772748
BLD-25-15519,2025-11-04,RE-ROOF,Closed,douglas,11305 SPAULDING ST,OMAHA,68164,ERIE CONSTRUCTION MID-WEST INC,Asphalt,2800.0,378800.0,47.0,65141.0,2025-11-01,2025-11-06,23156.153887431206,14659.055,9089.52,24941.0,7992.2235,30735.12849999999,12,7992.2235,30735.12849999999,50481.945,3.443738017218709,8497.098887431206
BLD-25-15522,2025-11-04,RE-ROOF,Issued,douglas,7078 GIRARD ST,OMAHA,68152,SOUTH O ROOFING,Asphalt,1561.0,301800.0,44.0,14000.0,2025-11-01,2025-11-06,13549.604989326834,14561.5,7716.599,22700.0,4676.8105,24687.499999999996,12,4676.8105,24687.499999999996,-561.5,-0.03856058785152629,-1011.8950106731663
BLD-25-15524,2025-11-04,RE-ROOF,Closed,douglas,14021 EAGLE RUN DR,OMAHA,68164,RED RHINO ROOFS & SOLAR LLC,Slate Shingles,2445.0,651000.0,31.0,22458.0,2025-11-01,2025-11-06,26544.589293497702,33321.69,14792.701,76140.0,12799.442000000001,84483.86149999998,12,12799.442000000001,84483.86149999998,-10863.690000000002,-0.32602458038592885,-6777.1007065023
BLD-25-15531,2025-11-04,RE-ROOF,Closed,douglas,2718 N 125 CR,OMAHA,68164,RESULTS CONTRACTING,Asphalt,1132.0,214200.0,49.0,9000.0,2025-11-01,2025-11-06,8725.26655732481,10705.0,4993.808,13928.071,4828.6315,15277.154499999999,12,4828.6315,15277.154499999999,-1705.0,-0.15927136851938348,-1979.7334426751895
BLD-25-15533,2025-11-04,RE-ROOF,Closed,douglas,3505 WEBER CR,OMAHA,68112,FIRST-RATE CONSTRUCTION LLC,Asphalt,1028.0,146400.0,63.0,3000.0,2025-11-01,2025-11-06,5360.723415102143,5853.030000000001,4506.3,9116.819,2700.0,10772.750499999998,12,2700.0,10772.750499999998,-2853.0300000000007,-0.48744496440305285,-492.30658489785765
BLD-25-15538,2025-11-04,RE-ROOF,Closed,douglas,12706 LAUREL AV,OMAHA,68164,LEGACY RESTORATION,Asphalt,1112.0,249200.0,37.0,13425.0,2025-11-01,2025-11-06,9625.739551024339,8503.0,4082.0,13610.900000000001,2414.0,14842.199999999999,12,2414.0,14842.199999999999,4922.0,0.5788545219334352,1122.7395510243387
BLD-25-15539,2025-11-04,RE-ROOF,Closed,douglas,1914 S 34 ST,OMAHA,68105,RESULTS CONTRACTING,Metal Roof Panels,1894.0,262600.0,107.0,18000.0,2025-11-01,2025-11-06,15368.81230220769,7700.0,4932.692,15900.0,3586.1835,22749.99999999999,12,3586.1835,22749.99999999999,10300.0,1.3376623376623376,7668.812302207691
BLD-25-15542,2025-11-04,RE-ROOF,Issued,douglas,9825 WESTCHESTER DR,OMAHA,68114,ANCHOR ROOFING & LANDSCAPING LLC,Asphalt,3040.0,856200.0,43.0,98000.0,2025-11-01,2025-11-06,53803.21299471716,14550.0,10429.45,51589.382000000005,6397.200000000001,53650.289,12,6397.200000000001,53650.289,83450.0,5.7353951890034365,39253.21299471716
BLD-25-15543,2025-11-04,RE-ROOF,Issued,douglas,2345 S 35 AV,OMAHA,68105,VERNCO ROOFING,Asphalt,1654.0,207000.0,125.0,6300.51,2025-11-01,2025-11-06,7818.652677086656,9992.74,5484.071,15900.0,3854.1544999999996,16900.0,12,3854.1544999999996,16900.0,-3692.2299999999996,-0.3694912506479704,-2174.087322913344
BLD-25-15544,2025-11-04,RE-ROOF,Issued,douglas,5323 N 25 AV,OMAHA,68111,VERNCO ROOFING,Asphalt,1312.0,115900.0,117.0,6141.03,2025-11-01,2025-11-06,7069.324149205885,10100.0,3247.1000000000004,14000.0,1875.0,15349.999999999998,12,1875.0,15349.999999999998,-3958.9700000000003,-0.3919772277227723,-3030.675850794115
BLD-25-15558,2025-11-04,RE-ROOF,Issued,douglas,13451 KINGSWOOD DR,OMAHA,68144,PREMIER ROOFING COMPANY,Asphalt,999.0,224600.0,61.0,4914.0,2025-11-01,2025-11-06,6255.561701904337,7732.5,790.0000000000002,13858.7,275.45000000000005,14512.699999999999,12,275.45000000000005,14512.699999999999,-2818.5,-0.36450048496605236,-1476.9382980956634
BLD-25-15562,2025-11-04,RE-ROOF,Issued,douglas,1609 WASHINGTON ST,OMAHA,68107,J C CUSTOM BUILT,Asphalt,720.0,147300.0,70.0,7000.0,2025-11-01,2025-11-06,6483.800041886437,8911.075,5190.6,10945.4,5026.95,12073.006999999998,12,5026.95,12073.006999999998,-1911.0750000000007,-0.21446065710366038,-2427.274958113564
BLD-25-15563,2025-11-05,RE-ROOF,Issued,douglas,3304 REDICK AV,OMAHA,68112,PEERLESS HOMES,Asphalt,984.0,185900.0,68.0,500.0,2025-11-01,2025-11-06,3604.9579579902456,5788.0,1830.0,9694.699,1160.0,10431.055,12,1160.0,10431.055,-5288.0,-0.9136143745680718,-2183.0420420097544
BLD-25-15565,2025-11-05,RE-ROOF,Issued,douglas,17021 SPRAGUE ST,DOUGLAS COUNTY,68116,ONYX ROOFING LLC,Asphalt,1047.0,265100.0,20.0,6500.0,2025-11-01,2025-11-06,7130.798237816798,8824.0,4508.2,10071.559000000001,2700.0,10704.262999999999,12,2700.0,10704.262999999999,-2324.0,-0.2633726201269266,-1693.201762183202
BLD-25-15568,2025-11-05,RE-ROOF,Issued,douglas,7524 BAUMAN AV,OMAHA,68122,TCI GENERAL CONTRACTING SERVICES,Asphalt,973.0,233900.0,57.0,8500.0,2025-11-01,2025-11-06,7883.9039464781945,8045.5,4735.183,13600.000000000002,4394.2785,14091.35,12,4394.2785,14091.35,454.5,0.05649120626437139,-161.59605352180552
BLD-25-15571,2025-11-05,RE-ROOF,Closed,douglas,7324 N 89 AV,DOUGLAS COUNTY,68122,ROYALTY ROOFING INC,Asphalt,2480.0,349500.0,14.0,9893.79,2025-11-01,2025-11-06,12089.076203226714,16693.5,10953.8,23604.0,10810.05,25614.949999999997,12,10810.05,25614.949999999997,-6799.709999999999,-0.4073268038458082,-4604.423796773286
BLD-25-15576,2025-11-05,RE-ROOF,Closed,douglas,15412 HOWE ST,OMAHA,68144,AVID RESTORATION LLC,Asphalt,1244.0,271600.0,37.0,8004.0,2025-11-01,2025-11-06,8763.383784163043,12000.0,1620.0000000000005,18942.9,885.0,20109.55,12,885.0,20109.55,-3996.0,-0.333,-3236.616215836957
BLD-25-15583,2025-11-05,RE-ROOF,Issued,douglas,15337 CALIFORNIA ST,OMAHA,68154,HUGHES CONSTRUCTION,Asphalt,1922.0,302700.0,41.0,7500.0,2025-11-01,2025-11-06,9348.879300702341,8714.34,6212.055,24009.134000000002,4955.3,24675.5,12,4955.3,24675.5,-1214.3400000000001,-0.1393496237236555,634.5393007023413
BLD-25-15593,2025-11-05,RE-ROOF,Closed,douglas,13493 SPRING ST,OMAHA,68144,ROYALTY ROOFING INC,Asphalt,988.0,220400.0,62.0,9954.69,2025-11-01,2025-11-06,5747.79366112873,5935.5,3445.2,13858.7,1870.45,14512.699999999999,12,1870.45,14512.699999999999,4019.1900000000005,0.6771443012383119,-187.70633887127042
BLD-25-15601,2025-11-05,RE-ROOF,Closed,douglas,5606 N 116 CR,OMAHA,68164,SHAMROCK HILLS LLC,Asphalt,1144.0,267400.0,46.0,5000.0,2025-11-01,2025-11-06,7453.72921100434,8750.0,4550.0,14842.5,2700.0,16124.999999999998,12,2700.0,16124.999999999998,-3750.0,-0.42857142857142855,-1296.27078899566
BLD-25-15603,2025-11-05,RE-ROOF,Closed,douglas,12409 SELDIN DR,OMAHA,68144,"HOME PRIDE CONTRACTORS, INC",Asphalt,1012.0,221300.0,63.0,8500.0,2025-11-01,2025-11-06,8352.628672699508,9257.845000000001,3445.2,14911.4,1870.45,15204.3,12,1870.45,15204.3,-757.8450000000012,-0.08185976326024048,-905.2163273004935
BLD-25-15604,2025-11-05,RE-ROOF,Issued,douglas,4521 TERRACE DR,OMAHA,68134,BN ENTERPRISES LLC,Asphalt,900.0,203500.0,56.0,7557.0,2025-11-01,2025-11-06,7268.563073648745,5737.79,4521.687,13600.000000000002,3150.0,14014.0355,12,3150.0,14014.0355,1819.21,0.3170576127742563,1530.7730736487447
BLD-25-15609,2025-11-05,RE-ROOF,Issued,douglas,14756 GREBE ST,DOUGLAS COUNTY,68007,TDH HOME BUILDING INC,Asphalt,1494.0,308100.0,17.0,17070.84,2025-11-01,2025-11-06,13577.185737980706,9767.5,7893.0,17371.949,6986.75,20530.651999999995,12,6986.75,20530.651999999995,7303.34,0.7477184540568211,3809.685737980706
BLD-25-15617,2025-11-05,RE-ROOF,Issued,douglas,6645 CYPRESS DR,OMAHA,68137,JIM'S ROOFING & CONTRACTING,Asphalt,1556.0,278000.0,53.0,13500.0,2025-11-01,2025-11-06,13527.005348851464,14579.04,8521.4,20600.0,8135.3,21450.0,12,8135.3,21450.0,-1079.0400000000009,-0.07401310374345642,-1052.0346511485368
BLD-25-15618,2025-11-05,RE-ROOF,Closed,douglas,10163 ROCKBROOK RD,OMAHA,68124,ROYALTY ROOFING INC,Wood Shakes,3020.0,574800.0,61.0,10658.5,2025-11-01,2025-11-06,13289.28028651061,18000.0,6738.978,30150.0,6584.9310000000005,60874.999999999956,12,6584.9310000000005,60874.999999999956,-7341.5,-0.4078611111111111,-4710.71971348939
BLD-25-15622,2025-11-05,RE-ROOF,Issued,douglas,5048 S 37 ST,OMAHA,68107,PO Box 6602,Asphalt,1174.0,112700.0,101.0,1365.0,2025-11-01,2025-11-06,4012.1494080531884,9704.5,4248.428,14700.000000000002,2965.706,15450.0,12,2965.706,15450.0,-8339.5,-0.8593436034829203,-5692.350591946812
BLD-25-15626,2025-11-05,RE-ROOF,Issued,douglas,11716 MAYBERRY ST,OMAHA,68154,NEW ENERGY LLC,Asphalt,1424.0,267800.0,63.0,6500.0,2025-11-01,2025-11-06,7839.24092219732,10056.985,6700.921,15630.0,5962.179,23034.99999999999,12,5962.179,23034.99999999999,-3556.9850000000006,-0.35368303721244493,-2217.7440778026803
BLD-25-15630,2025-11-05,RE-ROOF,Issued,douglas,4527 S 62 ST,OMAHA,68117,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,840.0,139900.0,70.0,7278.0,2025-11-01,2025-11-06,7145.28277180773,6742.0,4869.9,10945.4,4427.12,12073.006999999998,12,4427.12,12073.006999999998,536.0,0.07950163156333433,403.28277180772966
BLD-25-15634,2025-11-05,RE-ROOF,Issued,douglas,1607 S 211 ST,DOUGLAS COUNTY,68022,HORN INDUSTRIES CORPORATION,Asphalt,1848.0,611900.0,11.0,16800.0,2025-11-01,2025-11-06,20924.3300585559,18620.525,10647.805,29103.5,9592.5475,29513.25,12,9592.5475,29513.25,-1820.5250000000015,-0.09776979972369207,2303.8050585558994
BLD-25-15635,2025-11-05,RE-ROOF,Closed,douglas,7315 N 76 ST,DOUGLAS COUNTY,68122,JOHNSON WINDOW INSTALLATIONS,Asphalt,1233.0,257100.0,19.0,8000.0,2025-11-01,2025-11-06,8945.991361556684,11124.71,5830.637000000001,17387.223,5007.6115,20058.858499999995,12,5007.6115,20058.858499999995,-3124.709999999999,-0.28088013080790414,-2178.7186384433153
BLD-25-15691,2025-11-05,RE-ROOF,Closed,douglas,3932 N 23 ST,OMAHA,68110,LA LOMA ROOFING,Asphalt,1170.0,227600.0,11.0,16665.0,2025-11-01,2025-11-06,10595.802989856009,7526.0,4194.0,11750.0,2513.0,12205.029,12,2513.0,12205.029,9139.0,1.214323677916556,3069.802989856009
BLD-25-15666,2025-11-06,RE-ROOF,Closed,douglas,19111 KENT CR,OMAHA,68130,WHITE CASTLE ROOFING & CONTRACTING INC,Asphalt,2740.0,552800.0,20.0,15752.0,2025-11-01,2025-11-06,17165.810163511374,17500.0,11929.619999999999,26700.0,10606.99,28574.999999999996,12,10606.99,28574.999999999996,-1748.0,-0.09988571428571429,-334.1898364886256
BLD-25-15671,2025-11-06,RE-ROOF,Closed,douglas,12202 DEER HOLLOW DR,OMAHA,68154,ROYALTY ROOFING INC,Asphalt,2040.0,361300.0,57.0,9086.79,2025-11-01,2025-11-06,9461.763309848993,8664.34,6824.295,24941.0,5318.6025,30735.12849999999,12,5318.6025,30735.12849999999,422.4500000000007,0.04875732023443225,797.4233098489931
BLD-25-15676,2025-11-06,RE-ROOF,Issued,douglas,15270 BEMIS ST,OMAHA,68154,TURTLE ROOFING OMAHA,Asphalt,1440.0,308500.0,43.0,21232.0,2025-11-01,2025-11-06,14650.332705403318,14176.5,6401.0,18850.5,5682.0,20399.85,12,5682.0,20399.85,7055.5,0.4976898388177618,473.83270540331796
BLD-25-15680,2025-11-06,RE-ROOF,Issued,douglas,17104 PHOEBE ST,DOUGLAS COUNTY,68007,TURTLE ROOFING OMAHA,Asphalt,1533.0,379300.0,4.0,22709.0,2025-11-01,2025-11-06,18109.23366995967,13547.5,8159.900000000001,23376.433,7007.814,37864.96399999998,12,7007.814,37864.96399999998,9161.5,0.6762502306698653,4561.733669959671
BLD-25-15682,2025-11-06,RE-ROOF,Closed,douglas,4228 F ST,OMAHA,68107,"CHANDLER & CHANDLER CONSTRUCTION, LLC",Asphalt,1626.0,278400.0,109.0,6500.0,2025-11-01,2025-11-06,7892.890507450437,10992.74,5434.071,17800.0,5204.1545,23849.999999999993,12,5204.1545,23849.999999999993,-4492.74,-0.4087006515209129,-3099.8494925495625
BLD-25-15685,2025-11-06,RE-ROOF,Issued,douglas,2303 N 113 ST,OMAHA,68164,UNITED SERVICES OF AMERICA,Asphalt,960.0,225100.0,41.0,7460.0,2025-11-01,2025-11-06,7743.299997257615,10555.0,5057.353,13928.071,4832.4155,15277.154499999999,12,4832.4155,15277.154499999999,-3095.0,-0.29322595926101375,-2811.7000027423846
BLD-25-15686,2025-11-06,RE-ROOF,Issued,douglas,3421 X ST,OMAHA,68107,TURTLE ROOFING OMAHA,Asphalt,876.0,168300.0,73.0,9394.0,2025-11-01,2025-11-06,7764.153115564144,7959.5,5190.6,13146.014,5026.95,20029.40299999999,12,5026.95,20029.40299999999,1434.5,0.18022488849802124,-195.34688443585583
BLD-25-15693,2025-11-06,RE-ROOF,Closed,douglas,7734 CURTIS AV,OMAHA,68134,RESULTS CONTRACTING,Asphalt,1380.0,251700.0,60.0,12000.0,2025-11-01,2025-11-06,11001.93563744234,9628.09,5100.124,14920.300000000001,4550.0,15899.999999999998,12,4550.0,15899.999999999998,2371.91,0.24635311884288574,1373.8456374423404
BLD-25-15730,2025-11-06,RE-ROOF,Closed,douglas,5328 N 36 ST,OMAHA,68111,"MCKINNIS ROOFING AND SHEET METAL, LLC",Asphalt,1370.0,186400.0,70.0,15264.0,2025-11-01,2025-11-06,8780.150170520941,4750.0,620.0000000000001,11066.569000000001,500.0,11888.430999999999,12,500.0,11888.430999999999,10514.0,2.2134736842105265,4030.150170520941
BLD-25-15749,2025-11-06,RE-ROOF,Closed,douglas,1002 N 190 ST,DOUGLAS COUNTY,68022,"MCKINNIS ROOFING AND SHEET METAL, LLC",Asphalt,3249.0,811600.0,10.0,25718.0,2025-11-01,2025-11-06,23035.199890082484,24000.0,11905.716999999999,52886.964,11269.271499999999,96953.59999999993,12,11269.271499999999,96953.59999999993,1718.0,0.07158333333333333,-964.8001099175162
BLD-25-15750,2025-11-06,RE-ROOF,Closed,douglas,12076 LEAVENWORTH RD,OMAHA,68154,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,1515.0,306300.0,57.0,7609.21,2025-11-01,2025-11-06,9549.494326942944,12966.32,7167.61,21760.2,6694.095,29126.899999999987,12,6694.095,29126.899999999987,-5357.11,-0.4131557758870674,-3416.8256730570556
BLD-25-15751,2025-11-06,RE-ROOF,Issued,douglas,3022 RAINWOOD RD,OMAHA,68112,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",Asphalt,1580.0,333300.0,51.0,19919.74,2025-11-01,2025-11-06,12908.778947306862,14061.5,3468.5110000000004,23711.738,2100.0,25122.450999999997,12,2100.0,25122.450999999997,5858.240000000002,0.4166155815524661,-1152.7210526931376
BLD-25-15756,2025-11-06,RE-ROOF,Closed,douglas,6022 DECATUR ST,OMAHA,68104,RESULTS CONTRACTING,Asphalt,1020.0,165300.0,77.0,7000.0,2025-11-01,2025-11-06,7160.843531391786,9050.0,4631.3150000000005,26354.193000000003,4549.6925,28138.673499999997,12,4549.6925,28138.673499999997,-2050.0,-0.2265193370165746,-1889.1564686082138
BLD-25-15760,2025-11-06,RE-ROOF,Issued,douglas,7809 N 86 AV,DOUGLAS COUNTY,68122,MOOSE ROOFING,Asphalt,1168.0,251600.0,20.0,13913.0,2025-11-01,2025-11-06,11276.87640154846,9100.0,5835.646,17810.4,5081.0135,27725.399999999987,12,5081.0135,27725.399999999987,4813.0,0.5289010989010989,2176.8764015484594
