record_number,record_date,permit_type,status,source_county,property_a,prop_city,prop_zip,licensed_company_name,roof_covering_material,bldg_sf,total_valu,property_age,job_value,source_date_range_start,source_date_range_end,forest_point_estimate,comp_median,comp_low_10,comp_high_90,comp_low_05,comp_high_95,comp_neighbor_count,recommended_band_low,recommended_band_high,actual_minus_comp_median,actual_vs_comp_median_pct,forest_minus_comp_median
BLD-26-02531,2026-03-23,RE-ROOF,Issued,douglas,4817 N 136 ST,OMAHA,68164,SKYLINE IMAGING LLC,Asphalt,2267.0,387800.0,30.0,27689.0,2026-03-21,2026-03-25,19332.935109136917,13140.560000000001,8151.400000000001,32293.514000000006,7814.25,34013.0,12,7814.25,34013.0,14548.439999999999,1.1071400305618633,6192.375109136916
BLD-26-02535,2026-03-23,RE-ROOF,Issued,douglas,5913 JONES ST,OMAHA,68106,RED RHINO ROOFS & SOLAR LLC,Slate Shingles,3346.0,887000.0,102.0,13813.0,2026-03-21,2026-03-25,12816.931754085534,14403.720000000001,3148.857000000001,54754.598,1963.5015,74349.99999999997,12,1963.5015,74349.99999999997,-590.7200000000012,-0.04101162755177142,-1586.7882459144676
BLD-26-02538,2026-03-23,RE-ROOF,Issued,douglas,6724 N 37 ST,OMAHA,68112,HORN INDUSTRIES CORPORATION,Asphalt,1296.0,144900.0,71.0,5000.0,2026-03-21,2026-03-25,5708.448042461863,5788.0,1980.0000000000002,12507.442000000001,1160.0,13823.549999999997,12,1160.0,13823.549999999997,-788.0,-0.13614374568071874,-79.55195753813678
BLD-26-02539,2026-03-23,RE-ROOF,Issued,douglas,6724 N 37 ST,OMAHA,68112,HORN INDUSTRIES CORPORATION,Asphalt,1296.0,144900.0,71.0,5000.0,2026-03-21,2026-03-25,5708.448042461863,5788.0,1980.0000000000002,12507.442000000001,1160.0,13823.549999999997,12,1160.0,13823.549999999997,-788.0,-0.13614374568071874,-79.55195753813678
BLD-26-02542,2026-03-23,RE-ROOF,Issued,douglas,14461 CRAIG ST,DOUGLAS COUNTY,68007,"MCKINNIS ROOFING AND SHEET METAL, LLC",Asphalt,1232.0,271300.0,9.0,12977.0,2026-03-21,2026-03-25,11222.50526485065,9080.96,6188.0,16723.256,5952.75,17395.1865,12,5952.75,17395.1865,3896.040000000001,0.4290339347381776,2141.5452648506507
BLD-26-02545,2026-03-23,RE-ROOF,Issued,douglas,7701 N 144 AV,DOUGLAS COUNTY,68007,"MCKINNIS ROOFING AND SHEET METAL, LLC",Asphalt,1232.0,273800.0,7.0,13595.0,2026-03-21,2026-03-25,11382.441919869458,8994.85,5905.5,16661.456000000002,5844.564,17395.1865,12,5844.564,17395.1865,4600.15,0.5114204239092369,2387.5919198694573
BLD-26-02549,2026-03-23,RE-ROOF,Issued,douglas,125 N 43 AV,OMAHA,68131,RED RHINO ROOFS & SOLAR LLC,Asphalt,885.0,168100.0,105.0,643.3,2026-03-21,2026-03-25,3381.394035754593,6367.155000000001,4550.0,11440.0,3375.0,13129.999999999998,12,3375.0,13129.999999999998,-5723.8550000000005,-0.898965864660119,-2985.7609642454076
BLD-26-02550,2026-03-23,RE-ROOF,Issued,douglas,9472 WEIR ST,OMAHA,68127,706 N 129th St Ste 117,Asphalt,1546.0,270800.0,58.0,11000.0,2026-03-21,2026-03-25,11778.226573207372,13680.0,9100.0,20700.0,8089.02,22799.999999999996,12,8089.02,22799.999999999996,-2680.0,-0.195906432748538,-1901.773426792628
BLD-26-02553,2026-03-23,RE-ROOF,Issued,douglas,8576 LARIMORE AV,OMAHA,68134,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,955.0,195800.0,65.0,5198.01,2026-03-21,2026-03-25,6170.851382669007,6917.285,4735.183,14000.0,3269.2785000000003,14351.9,12,3269.2785000000003,14351.9,-1719.2749999999996,-0.2485476599561822,-746.433617330993
BLD-26-02554,2026-03-23,RE-ROOF,Issued,douglas,17514 SEWARD PA,DOUGLAS COUNTY,68118,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1720.0,226800.0,20.0,5314.35,2026-03-21,2026-03-25,6445.896391560044,7900.0,5615.341,19500.0,4379.95,26310.79999999999,12,4379.95,26310.79999999999,-2585.6499999999996,-0.32729746835443035,-1454.1036084399557
BLD-26-02555,2026-03-23,RE-ROOF,Issued,douglas,6031 S 186 AV,DOUGLAS COUNTY,68135,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1312.0,292700.0,18.0,3413.6,2026-03-21,2026-03-25,5991.311583688867,8975.0,6000.0,19484.829,5325.0,26956.99999999999,12,5325.0,26956.99999999999,-5561.4,-0.6196545961002785,-2983.6884163111326
BLD-26-02557,2026-03-23,RE-ROOF,Issued,douglas,4836 MAGNOLIA ST,OMAHA,68137,White Castle Roofing,Asphalt,988.0,218200.0,63.0,1.0,2026-03-21,2026-03-25,1091.7447371338237,7085.5,3949.408,13858.7,3648.6,14512.699999999999,12,3648.6,14512.699999999999,-7084.5,-0.9998588666995978,-5993.755262866176
BLD-26-02558,2026-03-23,RE-ROOF,Closed,douglas,2411 N 188 ST,DOUGLAS COUNTY,68022,BULLDOG ROOFING,Asphalt,1925.0,565100.0,9.0,15774.32,2026-03-21,2026-03-25,16981.224468059347,18620.525,10707.93,28637.4,9592.5475,29051.75,12,9592.5475,29051.75,-2846.2050000000017,-0.1528531016177042,-1639.3005319406548
BLD-26-02559,2026-03-23,RE-ROOF,Closed,douglas,14318 MADISON ST,OMAHA,68137,BULLDOG ROOFING,Asphalt,900.0,197600.0,41.0,4648.25,2026-03-21,2026-03-25,4458.509677860509,7713.575,3553.9,14137.357,2410.0,14547.509,12,2410.0,14547.509,-3065.325,-0.3973935561655912,-3255.0653221394905
BLD-26-02561,2026-03-23,RE-ROOF,Closed,douglas,10917 SAHLER ST,OMAHA,68164,BULLDOG ROOFING,Asphalt,2300.0,303000.0,53.0,9114.09,2026-03-21,2026-03-25,11415.9120999702,10206.630000000001,6229.8,24005.000000000004,5765.3,43063.44999999997,12,5765.3,43063.44999999997,-1092.5400000000009,-0.10704218728414773,1209.2820999701999
BLD-26-02610,2026-03-23,RE-ROOF,Issued,douglas,15232 T ST,OMAHA,68137,SHAMROCK HILLS LLC,Asphalt,1292.0,259100.0,44.0,21000.0,2026-03-21,2026-03-25,12705.33895576175,8002.0,5427.1,14704.915,3510.0,14941.8925,12,3510.0,14941.8925,12998.0,1.6243439140214946,4703.33895576175
BLD-26-02611,2026-03-23,RE-ROOF,Issued,douglas,15401 LOCUST ST,OMAHA,68116,BB ROOFING,Asphalt,1539.0,282200.0,32.0,13940.0,2026-03-21,2026-03-25,11845.201027951607,9206.630000000001,6014.6,15417.115000000002,5038.35,19867.59249999999,12,5038.35,19867.59249999999,4733.369999999999,0.5141262329429985,2638.571027951606
BLD-26-02621,2026-03-23,RE-ROOF,Issued,douglas,5606 FLORENCE BD,OMAHA,68110,"TRUE PRO EXTERIORS, INC",Asphalt,2158.0,212600.0,116.0,16000.0,2026-03-21,2026-03-25,17569.244219099222,13500.0,9910.0,22687.201,8208.4635,23846.0,12,8208.4635,23846.0,2500.0,0.18518518518518517,4069.2442190992224
BLD-26-02627,2026-03-24,RE-ROOF,Issued,douglas,12915 N 182 ST,DOUGLAS COUNTY,68007,ROYALTY ROOFING INC,Asphalt,1869.0,512100.0,14.0,13675.88,2026-03-21,2026-03-25,15480.469402133996,14000.0,9558.1,28172.144,7832.264,40488.93699999998,12,7832.264,40488.93699999998,-324.1200000000008,-0.02315142857142863,1480.4694021339965
BLD-26-02635,2026-03-24,RE-ROOF,Issued,douglas,5038 GOLD CR,OMAHA,68106,MCCOY ROOFING HOLDINGS,Asphalt,1346.0,399300.0,2.0,12000.0,2026-03-21,2026-03-25,11993.071734968476,9750.0,6110.098,16398.5,3531.1710000000003,19220.639999999996,12,3531.1710000000003,19220.639999999996,2250.0,0.23076923076923078,2243.0717349684764
BLD-26-02639,2026-03-24,RE-ROOF,Issued,douglas,5035 TERRACE DR,OMAHA,68134,JBM CONTRACTOR LLC,Asphalt,994.0,160300.0,55.0,6600.0,2026-03-21,2026-03-25,6637.596765264923,6779.12,4735.183,13660.000000000002,3269.2785000000003,14014.0355,12,3269.2785000000003,14014.0355,-179.1199999999999,-0.026422308500218303,-141.52323473507658
BLD-26-02642,2026-03-24,RE-ROOF,Issued,douglas,4023 N 172 AV,DOUGLAS COUNTY,68116,MOOSE ROOFING,Asphalt,1041.0,235200.0,21.0,11467.85,2026-03-21,2026-03-25,9563.827089289141,8380.5,4508.2,10071.559000000001,2700.0,13013.730499999996,12,2700.0,13013.730499999996,3087.3500000000004,0.368396873694887,1183.3270892891414
BLD-26-02650,2026-03-24,RE-ROOF,Issued,douglas,6530 N 142 CR,DOUGLAS COUNTY,68164,White Castle Roofing,Asphalt,1292.0,287100.0,17.0,5895.0,2026-03-21,2026-03-25,8252.638093647241,9593.96,7892.0,16723.256,7034.0,17395.1865,12,7034.0,17395.1865,-3698.959999999999,-0.38555090911365064,-1341.3219063527577
BLD-26-02653,2026-03-24,RE-ROOF,Issued,douglas,4351 S 152 CR,OMAHA,68137,RESULTS CONTRACTING,Asphalt,1650.0,297800.0,40.0,15000.0,2026-03-21,2026-03-25,13668.093198974024,12105.02,4572.926,22191.025,2845.6770000000006,29145.73749999999,12,2845.6770000000006,29145.73749999999,2894.9799999999996,0.2391553256417585,1563.0731989740234
BLD-26-02658,2026-03-24,RE-ROOF,Issued,douglas,1667 S 153 ST,OMAHA,68144,MCCOY ROOFING HOLDINGS,Asphalt,2825.0,505900.0,40.0,32000.0,2026-03-21,2026-03-25,24209.57280941005,19500.0,11396.617,27000.0,10240.25,31835.12849999999,12,10240.25,31835.12849999999,12500.0,0.6410256410256411,4709.572809410049
BLD-26-02660,2026-03-24,RE-ROOF,Issued,douglas,849 S 52 ST,OMAHA,68106,White Castle Roofing,Asphalt,1869.0,418000.0,90.0,9538.0,2026-03-21,2026-03-25,10079.1123555465,9442.74,4932.692,14656.619,4711.1835,16349.999999999998,12,4711.1835,16349.999999999998,95.26000000000022,0.01008817355979305,636.3723555465003
BLD-26-02663,2026-03-24,RE-ROOF,Issued,douglas,13904 SHIRLEY ST,OMAHA,68144,ROYALTY ROOFING INC,Asphalt,1814.0,308100.0,55.0,8328.68,2026-03-21,2026-03-25,11849.185765259277,9043.395,6824.295,24941.0,5318.6025,25000.0,12,5318.6025,25000.0,-714.7150000000001,-0.07903171320062875,2805.7907652592767
BLD-26-02664,2026-03-24,RE-ROOF,Issued,douglas,1211 BLAINE ST,OMAHA,68107,ADONAI CONTRACTORS LLC,Asphalt,880.0,93400.0,126.0,7200.0,2026-03-21,2026-03-25,6655.190404873792,6966.5,600.0000000000001,11868.241,500.0,12339.525,12,500.0,12339.525,233.5,0.033517548266704944,-311.30959512620757
BLD-26-02666,2026-03-24,RE-ROOF,Issued,douglas,3005 S 23 ST,OMAHA,68108,ADONAI CONTRACTORS LLC,Asphalt,1490.0,211800.0,97.0,8900.0,2026-03-21,2026-03-25,9560.593842586326,6912.5,4137.119,17800.0,3100.0,23849.999999999993,12,3100.0,23849.999999999993,1987.5,0.2875226039783002,2648.093842586326
BLD-26-02779,2026-03-24,RE-ROOF,Issued,douglas,12602 N 189 CR,DOUGLAS COUNTY,68007,"HOME PRIDE CONTRACTORS, INC",Asphalt,2518.0,892100.0,22.0,90000.0,2026-03-21,2026-03-25,57943.86410840093,22716.475,5981.222000000001,42228.3,3449.443,91472.84999999992,12,3449.443,91472.84999999992,67283.525,2.96188229027611,35227.38910840093
BLD-26-02680,2026-03-25,RE-ROOF,Issued,douglas,4435 N 39 ST,OMAHA,68111,LA LOMA ROOFING,Asphalt,2082.0,142100.0,126.0,9900.0,2026-03-21,2026-03-25,10866.152515335822,13500.0,10000.0,21424.015,8740.0,23074.052999999996,12,8740.0,23074.052999999996,-3600.0,-0.26666666666666666,-2633.8474846641784
BLD-26-02693,2026-03-25,RE-ROOF,Issued,douglas,7613 HOWELL ST,OMAHA,68122,HI-GRADE EXTERIORS INC,Asphalt,1080.0,245900.0,22.0,7150.0,2026-03-21,2026-03-25,7767.255742152218,9835.0,8000.0,13529.900000000001,6840.3185,25477.54999999998,12,6840.3185,25477.54999999998,-2685.0,-0.2730045754956787,-2067.744257847782
BLD-26-02700,2026-03-25,RE-ROOF,Issued,douglas,1464 EMMET ST,OMAHA,68110,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,Asphalt,1014.0,115400.0,119.0,5471.0,2026-03-21,2026-03-25,6211.927211284265,10000.0,5969.103,13800.0,3497.5000000000005,14450.0,12,3497.5000000000005,14450.0,-4529.0,-0.4529,-3788.0727887157354
BLD-26-02704,2026-03-25,RE-ROOF,Issued,douglas,11933 N 179 ST,DOUGLAS COUNTY,68007,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,2148.0,882500.0,23.0,28649.23,2026-03-21,2026-03-25,33727.41651937945,19116.16,13698.492,44414.9,12240.6365,49784.360499999995,12,12240.6365,49784.360499999995,9533.07,0.4986916828484382,14611.256519379447
BLD-26-02713,2026-03-25,RE-ROOF,Issued,douglas,343 N 130 ST,OMAHA,68154,APPLE ROOFING LLC,Asphalt,1984.0,500000.0,65.0,30000.0,2026-03-21,2026-03-25,23789.6723320487,8550.0,1660.0000000000002,29675.0,1220.0,31889.549999999996,12,1220.0,31889.549999999996,21450.0,2.508771929824561,15239.6723320487
BLD-26-02714,2026-03-25,RE-ROOF,Issued,douglas,12015 N 179 CR,DOUGLAS COUNTY,68007,TC ROOFING,Asphalt,3095.0,1059900.0,19.0,45550.0,2026-03-21,2026-03-25,50483.4200837902,33421.19,14069.189,51981.546,8754.228500000001,53650.289,12,8754.228500000001,53650.289,12128.809999999998,0.3629077839538328,17062.2300837902
BLD-26-02722,2026-03-25,RE-ROOF,Closed,douglas,2502 N 154 ST,OMAHA,68116,SUPERIOR CONTRACTORS LLC,Asphalt,1682.0,309700.0,27.0,16280.18,2026-03-21,2026-03-25,13334.52507849135,12153.56,4944.0,19179.085000000003,4440.0,21456.413999999997,12,4440.0,21456.413999999997,4126.620000000001,0.33954001954982743,1180.9650784913501
BLD-26-02741,2026-03-25,RE-ROOF,Closed,douglas,4227 N 163 AV,OMAHA,68116,SQUAREUP EXTERIORS,Asphalt,1605.0,275700.0,32.0,15668.35,2026-03-21,2026-03-25,11467.82345098212,8500.0,4708.5,13040.4,4249.1,13508.8,12,4249.1,13508.8,7168.35,0.8433352941176471,2967.8234509821195
BLD-26-02743,2026-03-25,RE-ROOF,Issued,douglas,765 N 155 AV,OMAHA,68154,RELIABLE ROOFING GUTTERS & SIDING,Asphalt,2565.0,377900.0,39.0,12671.17,2026-03-21,2026-03-25,12388.183365860636,9093.395,7035.6,37170.257000000005,6904.1475,50073.05149999998,12,6904.1475,50073.05149999998,3577.7749999999996,0.393447661736898,3294.788365860635
BLD-26-02747,2026-03-26,RE-ROOF,Closed,douglas,6435 S 159 AV,OMAHA,68135,H&H ROOFING,Asphalt,1846.0,341800.0,30.0,10000.0,2026-03-26,2026-04-04,11284.546582884905,14924.145,4850.0,22191.025,4361.463,24816.737499999996,12,4361.463,24816.737499999996,-4924.145,-0.3299448645131765,-3639.598417115096
BLD-26-02752,2026-03-26,RE-ROOF,Closed,douglas,6335 ELLISON AV,OMAHA,68104,BULLDOG ROOFING,Asphalt,928.0,130700.0,61.0,6273.32,2026-03-26,2026-04-04,6170.301565812247,5469.5,1830.0,11955.484,1160.0,12400.844,12,1160.0,12400.844,803.8199999999997,0.14696407349849158,700.8015658122467
BLD-26-02756,2026-03-26,RE-ROOF,Issued,douglas,8202 N 127 AV,DOUGLAS COUNTY,68142,"ANDERSON ENTERPRISES, INC",Asphalt,1860.0,578600.0,10.0,14000.0,2026-03-26,2026-04-04,18452.53179714393,17964.92,10902.42,28487.837000000003,10337.59,40681.86049999998,12,10337.59,40681.86049999998,-3964.9199999999983,-0.22070345985398201,487.61179714393074
BLD-26-02757,2026-03-26,RE-ROOF,Issued,douglas,5509 N 154 ST,DOUGLAS COUNTY,68116,"ANDERSON ENTERPRISES, INC",Asphalt,2285.0,422400.0,18.0,12000.0,2026-03-26,2026-04-04,15741.909356263472,14921.5,9417.961000000001,28868.9,8649.0095,31260.799999999996,12,8649.0095,31260.799999999996,-2921.5,-0.19579130784438561,820.4093562634716
BLD-26-02758,2026-03-26,RE-ROOF,Issued,douglas,3332 N 140 ST,OMAHA,68164,"ANDERSON ENTERPRISES, INC",Asphalt,3798.0,978800.0,32.0,55000.0,2026-03-26,2026-04-04,51697.73775396348,20934.0,10701.5,46509.476,6906.2285,49441.59299999999,12,6906.2285,49441.59299999999,34066.0,1.6273048629024554,30763.737753963484
BLD-26-02763,2026-03-26,RE-ROOF,Issued,douglas,7413 N 107 ST,DOUGLAS COUNTY,68122,TURTLE ROOFING OMAHA,Asphalt,2332.0,341000.0,20.0,19049.0,2026-03-26,2026-04-04,14561.098815475556,14693.5,10670.1,23604.0,10303.6555,25614.949999999997,12,10303.6555,25614.949999999997,4355.5,0.29642358866165314,-132.40118452444403
BLD-26-02765,2026-03-26,RE-ROOF,Issued,douglas,15319 CUMING ST,OMAHA,68154,"ANDERSON ENTERPRISES, INC",Asphalt,1810.0,296000.0,42.0,8000.0,2026-03-26,2026-04-04,9566.155937562688,10706.630000000001,6824.295,24009.134000000002,6509.3025,24675.5,12,6509.3025,24675.5,-2706.630000000001,-0.25279943362197077,-1140.4740624373135
BLD-26-02769,2026-03-26,RE-ROOF,Issued,douglas,17522 POLK ST,OMAHA,68135,KO ROOFING & STORM REPAIR,Asphalt,1384.0,249400.0,24.0,14848.29,2026-03-26,2026-04-04,10763.875510298902,7865.0,4650.0,19238.300000000003,4011.12,26956.99999999999,12,4011.12,26956.99999999999,6983.290000000001,0.8878944691671965,2898.8755102989016
BLD-26-02772,2026-03-26,RE-ROOF,Issued,douglas,14456 GRANT ST,OMAHA,68116,UNITED SERVICES OF AMERICA,Asphalt,2220.0,348300.0,34.0,7740.0,2026-03-26,2026-04-04,10806.525379324255,12761.5,8587.012999999999,19689.914,8321.233,20476.846999999998,12,8321.233,20476.846999999998,-5021.5,-0.3934882263056851,-1954.9746206757445
BLD-26-02773,2026-03-26,RE-ROOF,Closed,douglas,1428 MAENNER DR,OMAHA,68114,"MEDALLION ROOFING, LLC DBA TIMEPROOFUSA",Asphalt,960.0,231300.0,66.0,23659.15,2026-03-26,2026-04-04,10093.283133548239,11153.92,5644.9,17800.0,3305.0,37798.19999999997,12,3305.0,37798.19999999997,12505.230000000001,1.1211511289304568,-1060.6368664517613
BLD-26-02780,2026-03-26,RE-ROOF,Closed,douglas,2671 S 191 CR,OMAHA,68130,"HOME PRIDE CONTRACTORS, INC",Asphalt,3045.0,570200.0,24.0,30500.0,2026-03-26,2026-04-04,21126.481072158993,15157.5,11929.619999999999,24000.0,10606.99,37298.39999999998,12,10606.99,37298.39999999998,15342.5,1.012205178954313,5968.981072158993
BLD-26-02782,2026-03-26,RE-ROOF,Issued,douglas,4807 S 54 ST,OMAHA,68117,ROCKET ROOFING,Asphalt,934.0,157200.0,70.0,11000.0,2026-03-26,2026-04-04,7917.618426746039,6337.535,4083.5,10408.6,3967.87,11772.706999999999,12,3967.87,11772.706999999999,4662.465,0.735690611570587,1580.0834267460395
BLD-26-02786,2026-03-26,RE-ROOF,Issued,douglas,1803 JOHN A CREIGHTON BD,OMAHA,68111,SULLIVAN VENTURES LLC,Asphalt,1568.0,160500.0,71.0,4000.0,2026-03-26,2026-04-04,5579.866187223516,7142.555,3060.0,20000.0,2100.0,23037.499999999996,12,2100.0,23037.499999999996,-3142.5550000000003,-0.43997631099795526,-1562.6888127764842
BLD-26-02788,2026-03-26,RE-ROOF,Issued,douglas,6104 S 102 AV,OMAHA,68127,NEWTON ROOFING,Asphalt,2532.0,361600.0,35.0,18000.0,2026-03-26,2026-04-04,15111.400223287605,17455.3,7522.082,22765.4,6375.0,23903.3,12,6375.0,23903.3,544.7000000000007,0.031205421848951365,-2343.8997767123947
BLD-26-02789,2026-03-26,RE-ROOF,Issued,douglas,5527 N 36 ST,OMAHA,68111,MOOSE ROOFING,Asphalt,836.0,123400.0,66.0,9745.12,2026-03-26,2026-04-04,8496.911790383172,7750.0,1830.0,10992.478000000001,1160.0,11888.430999999999,12,1160.0,11888.430999999999,1995.1200000000008,0.25743483870967754,746.911790383172
BLD-26-02798,2026-03-26,RE-ROOF,Issued,douglas,2910 N 169 AV,OMAHA,68116,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,2000.0,281400.0,21.0,10711.66,2026-03-26,2026-04-04,9713.35699218309,13505.65,5137.3,23447.178,4440.0,25760.413499999995,12,4440.0,25760.413499999995,-2793.99,-0.20687564093546035,-3792.29300781691
BLD-26-02799,2026-03-26,RE-ROOF,Issued,douglas,7603 FILLMORE ST,OMAHA,68122,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,1080.0,252300.0,22.0,5422.93,2026-03-26,2026-04-04,7838.069388675927,9835.0,8000.0,13529.900000000001,7617.5,25477.54999999998,12,7617.5,25477.54999999998,-4412.07,-0.4486090493136756,-1996.9306113240727
BLD-26-02807,2026-03-26,RE-ROOF,Issued,douglas,3070 ERNST ST,OMAHA,68112,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,722.0,99300.0,85.0,7450.47,2026-03-26,2026-04-04,7177.94151540467,8000.0,3158.0,17014.5,1875.0,26810.049999999985,12,1875.0,26810.049999999985,-549.5299999999997,-0.06869124999999997,-822.0584845953299
BLD-26-02827,2026-03-27,RE-ROOF,Issued,douglas,7186 N 82 PA,OMAHA,68122,4140 S 52ND ST.,Asphalt,828.0,202900.0,52.0,8091.0,2026-03-26,2026-04-04,6913.760637693903,7550.0,4735.183,13600.000000000002,4394.2785,14091.35,12,4394.2785,14091.35,541.0,0.07165562913907285,-636.2393623060971
BLD-26-02828,2026-03-27,RE-ROOF,Issued,douglas,7518 BAUMAN AV,OMAHA,68122,ROYALTY ROOFING INC,Asphalt,1222.0,231400.0,58.0,9256.18,2026-03-26,2026-04-04,10154.43302025023,9250.0,5100.124,14182.7,4550.0,14561.65,12,4550.0,14561.65,6.180000000000291,0.0006681081081081396,904.4330202502297
BLD-26-02829,2026-03-27,RE-ROOF,Issued,douglas,2310 N 204 AV,OMAHA,68022,HORN INDUSTRIES CORPORATION,Asphalt,813.0,180600.0,73.0,6000.0,2026-03-26,2026-04-04,5536.452993416848,7026.45,5000.0,19136.904000000002,4996.9039999999995,20639.649999999998,12,4996.9039999999995,20639.649999999998,-1026.4499999999998,-0.14608372649061757,-1489.9970065831521
BLD-26-02831,2026-03-27,RE-ROOF,Issued,douglas,19725 MARINDA ST,DOUGLAS COUNTY,68130,REAVIS ROOFING,Asphalt,1462.0,225600.0,18.0,6000.0,2026-03-26,2026-04-04,6074.250354372841,6145.0,6000.0,11800.0,3525.0000000000005,14910.284999999994,12,3525.0000000000005,14910.284999999994,-145.0,-0.023596419853539462,-70.74964562715923
BLD-26-02832,2026-03-27,RE-ROOF,Issued,douglas,19727 MARINDA ST,DOUGLAS COUNTY,68130,REAVIS ROOFING,Asphalt,1462.0,225900.0,18.0,6000.0,2026-03-26,2026-04-04,6076.239161419622,6145.0,6000.0,11800.0,3525.0000000000005,14910.284999999994,12,3525.0000000000005,14910.284999999994,-145.0,-0.023596419853539462,-68.76083858037782
BLD-26-02833,2026-03-27,RE-ROOF,Issued,douglas,19707 MARINDA ST,DOUGLAS COUNTY,68130,REAVIS ROOFING,Asphalt,1370.0,227300.0,15.0,6000.0,2026-03-26,2026-04-04,6108.2271655219365,6145.0,6000.0,11800.0,3525.0000000000005,14910.284999999994,12,3525.0000000000005,14910.284999999994,-145.0,-0.023596419853539462,-36.77283447806349
BLD-26-02834,2026-03-27,RE-ROOF,Issued,douglas,19709 MARINDA ST,DOUGLAS COUNTY,68130,REAVIS ROOFING,Asphalt,1376.0,231500.0,15.0,6000.0,2026-03-26,2026-04-04,6083.565992262934,6145.0,6000.0,11800.0,3525.0000000000005,14910.284999999994,12,3525.0000000000005,14910.284999999994,-145.0,-0.023596419853539462,-61.43400773706617
BLD-26-02837,2026-03-27,RE-ROOF,Issued,douglas,1405 ROBERTSON DR,OMAHA,68114,THOMPSON AND THOMPSON 3RD GENERATION,Asphalt,1092.0,194300.0,66.0,16000.0,2026-03-26,2026-04-04,10663.820676323976,13153.92,5910.0,31165.915000000005,3305.0,45498.19999999998,12,3305.0,45498.19999999998,2846.08,0.21636744027635868,-2490.099323676024
BLD-26-02844,2026-03-27,RE-ROOF,Issued,douglas,15515 LEEMAN CR,DOUGLAS COUNTY,68007,VERNCO ROOFING,Asphalt,2748.0,322300.0,22.0,7054.53,2026-03-26,2026-04-04,8734.109377479002,15500.0,10775.1,26997.9,10029.061,28278.95,12,10029.061,28278.95,-8445.470000000001,-0.5448690322580646,-6765.890622520998
BLD-26-02845,2026-03-27,RE-ROOF,Issued,douglas,2531 N 159 ST,OMAHA,68116,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,Asphalt,3060.0,520800.0,28.0,13674.0,2026-03-26,2026-04-04,13100.798300554898,17000.0,9100.0,26853.61,8100.0,27000.0,12,8100.0,27000.0,-3326.0,-0.19564705882352942,-3899.2016994451023
BLD-26-02846,2026-03-27,RE-ROOF,Issued,douglas,1517 N 209 ST,DOUGLAS COUNTY,68022,VERNCO ROOFING,Asphalt,1890.0,325200.0,18.0,5681.41,2026-03-26,2026-04-04,6280.288613779622,8641.145,5482.915000000001,24800.0,4218.4425,29060.799999999996,12,4218.4425,29060.799999999996,-2959.7350000000006,-0.34251652992745757,-2360.856386220378
BLD-26-02862,2026-03-27,RE-ROOF,Issued,douglas,4520 N 175 ST,DOUGLAS COUNTY,68116,J.C. WALSH HOME IMPROVEMENTS,Asphalt,1984.0,373200.0,12.0,25000.0,2026-03-26,2026-04-04,16953.325614118374,13400.15,8015.729,20453.694000000003,7841.25,26893.61299999999,12,7841.25,26893.61299999999,11599.85,0.8656507576407727,3553.175614118374
BLD-26-02879,2026-03-27,RE-ROOF,Issued,douglas,15407 SARATOGA ST,OMAHA,68116,ALL STAR EXTERIORS LLC,Asphalt,1426.0,330000.0,21.0,10000.0,2026-03-26,2026-04-04,9046.94142359344,11604.41,6031.2,21556.5,3467.2500000000005,22693.0065,12,3467.2500000000005,22693.0065,-1604.4099999999999,-0.13825864477384028,-2557.46857640656
BLD-26-02881,2026-03-27,RE-ROOF,Issued,douglas,2613 N 154 ST,OMAHA,68116,EVERLAST EXTERIORS,Asphalt,2363.0,379800.0,29.0,12523.0,2026-03-26,2026-04-04,12070.56923292978,9941.145,7807.5,19689.914,7773.0,21349.999999999996,12,7773.0,21349.999999999996,2581.8549999999996,0.2597140470237583,2129.4242329297795
BLD-26-02889,2026-03-29,RE-ROOF,Issued,douglas,3103 N 161 ST,OMAHA,68116,EAGER SIDING COMPANY,Asphalt,3102.0,484600.0,27.0,10000.0,2026-03-26,2026-04-04,13368.355278557874,15421.5,9292.18,26853.61,8100.0,27000.0,12,8100.0,27000.0,-5421.5,-0.35155464773206235,-2053.144721442126
BLD-26-02912,2026-03-30,RE-ROOF,Closed,douglas,1401 CADY AV,OMAHA,68110,FIRST-RATE CONSTRUCTION LLC,Asphalt,972.0,61600.0,126.0,6000.0,2026-03-26,2026-04-04,4842.733638702735,5150.0,600.0000000000001,17200.000000000004,500.0,21735.449999999993,12,500.0,21735.449999999993,850.0,0.1650485436893204,-307.26636129726467
